Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source
"MNTM Ridwan, UT Kartini",,Literature Review: Applications of Artificial Intelligence in Solar Radiation Prediction for Photovoltaic Systems,2025,"INAJEEE (Indonesian Journal of Electrical and Electronics Engineering) 8 (2 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:tOudhMTPpwUC,,,,,,S6IJ51cAAAAJ:tOudhMTPpwUC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"YN Muhammad, UT Kartini, H Peni",,HYBRID KNN-LSTM MODELING FOR SHORT-TERM FEEDER PEAK LOAD FORECASTING.,2025,"Journal of Syntax Literate 10 (4), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:XiSMed-E-HIC,,,,,,S6IJ51cAAAAJ:XiSMed-E-HIC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"N Nurhayati, UT Kartini, ANDN Fahmi, MBF Alan",,PENGEMBANGAN TRAINER PANEL SURYA UNTUK MENINGKATKAN PSIKOMOTORIK MAHASISWA PADA MATA KULIAH KONVERSI TENAGA LISTRIK DI UNIVERSITAS MUHAMMADIYAH JEMBER,2025,"PROFICIO 6 (1), 861-869, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:dshw04ExmUIC,,,,,,S6IJ51cAAAAJ:dshw04ExmUIC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"TM Putri, UT Kartini",,Pemodelan Pembangkit Listrik Tenaga Surya Off-Grid untuk Skala Rumah Tangga,2025,"JURNAL TEKNIK ELEKTRO 14 (1), 16-22, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:xtRiw3GOFMkC,,,,,,S6IJ51cAAAAJ:xtRiw3GOFMkC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"A Aguska, SI Haryudo, UT Kartini, M Rohman",,Design of an IoT-Based Automatic Switching and Monitoring System for Hybrid Power Plants,2024,"INVOTEK: Jurnal Inovasi Vokasional dan Teknologi 24 (1), 43-52, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:P5F9QuxV20EC,,,,,,S6IJ51cAAAAJ:P5F9QuxV20EC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"RD Saputra, SI Haryudo, RRHPA Tjahyaningtijas, UT Kartini",,Modeling of Fault Alarm Monitoring System on IoT-Based Control Panel Alarm Annunciator,2024,"INVOTEK: Jurnal Inovasi Vokasional dan Teknologi 24 (1), 19-30, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:CHSYGLWDkRkC,,,,,,S6IJ51cAAAAJ:CHSYGLWDkRkC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"R Alfikri, UT Kartini",,Optimal Capacitor Placement Menggunakan Metode Newton Raphson–Neural Network Untuk Meminimalisasi Rugi Daya,2023,"JURNAL TEKNIK ELEKTRO 12 (3), 102-115, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:fPk4N6BV_jEC,,,,,,S6IJ51cAAAAJ:fPk4N6BV_jEC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"RDT Setyawan, AI Agung, SI Haryudo, UT Kartini",,Penerapan E-Modul Praktikum Instalasi Penerangan Listrik Untuk Meningkatkan Hasil Belajar Pada Kelas XI TITL Di SMK Negeri 2 Surabaya,2023,"Jurnal Elektronika dan Teknik Informatika Terapan 1 (3), 23-41, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:Tiz5es2fbqcC,,,,,,S6IJ51cAAAAJ:Tiz5es2fbqcC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"KT Brilliansyah, UT Kartini",,Peramalan Jangka Sangat Pendek Daya Listrik PLTS On Grid Rumah Tinggal Menggunakan Metode Recurrent Neural Network Long Short Term Memory (RNN-LSTM) Berdasarkan Data Meteorologi,2023,"JURNAL TEKNIK ELEKTRO 12 (1), 60-66, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:u_35RYKgDlwC,,,,,,S6IJ51cAAAAJ:u_35RYKgDlwC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"A Novian, UT Kartini",,Peramalan Loss Of Life Tranformator Berdasarkan Loading dan Temperature Menggunakan LSTM di Gardu Induk 150KV Buduran,2023,"Jurnal Teknik Elektro 12 (1), 81-86, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:zA6iFVUQeVQC,,,,,,S6IJ51cAAAAJ:zA6iFVUQeVQC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"AT Ramadhan, UT Kartini",,Pemodelan Hybrid Decomposition Neural Network Untuk Klasifikasi Gangguan Sistem Tenaga Listrik Pada Disturbance Fault Rrcorder (DFR),2023,"JURNAL TEKNIK ELEKTRO 12 (1), 67-72, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:rO6llkc54NcC,,,,,,S6IJ51cAAAAJ:rO6llkc54NcC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"K Fadli, UT Kartini",,Peramalan Daya Listrik Jangka Sangat Pendek pada Pembangkit Fotovoltaik (PV) Menggunakan Metode Deep Learning-Long Short Term Memory (LSTM),2023,"JURNAL TEKNIK ELEKTRO 12 (1), 54-59, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:3s1wT3WcHBgC,,,,,,S6IJ51cAAAAJ:3s1wT3WcHBgC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"DS Putra, UT Kartini",,Peramalan Daya Pembangkit Di PLTGU Gresik Berdasarkan Indeks Keandalan LOLP dan LOLE dengan Metode LSTM-NN,2023,"JURNAL TEKNIK ELEKTRO 12 (1), 87-92, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:ZHo1McVdvXMC,,,,,,S6IJ51cAAAAJ:ZHo1McVdvXMC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"BA Septian, UT Kartini",,Pemodelan Peramalan Beban Jangka Pendek untuk Subsistem Krian Gresik Menggunakan Deep Learning LSTM-NN,2023,"Jurnal Teknik Elektro 12 (2), 1-5, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:SeFeTyx0c_EC,,,,,,S6IJ51cAAAAJ:SeFeTyx0c_EC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
AN Piyan,,Estimasi Loss Of Life Tranformator Berdasarkan Loading dan Temperature Menggunakan LSTM di Gardu Induk 150KV Buduran,2023,"Impression: Jurnal Teknologi dan Informasi 2 (2), 76-83, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:K3LRdlH-MEoC,,,,,,S6IJ51cAAAAJ:K3LRdlH-MEoC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"UT Kartini, PD Widayaka, LEC Ningrum, TW Yulianto, M Agam",,An Innovative Solar Power Forecasting on Grid Using Feed Forward Neural Network Simulation to Better Teach the Photovoltaic Generation to Students,2023,"Proceedings of Vocational Engineering International Conference 5, 606-609, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:pyW8ca7W8N0C,,,,,,S6IJ51cAAAAJ:pyW8ca7W8N0C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"W Wasis, S Suparji, NW Kusnanik, UT Kartini",,"Optimization with Fuzzy Multiple criteria decision making for integration, governance, and management study programs",2023,"Indonesian Journal of Multidiciplinary Research 3 (2), 371-382, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:pqnbT2bcN3wC,,,,,,S6IJ51cAAAAJ:pqnbT2bcN3wC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"L Anifah, UT Kartini, E Sulistyo",,Learning outcomes measurement on image processing subject using self organizing map based fuzzy logic,2022,"International Joint Conference on Science and Engineering 2022 (IJCSE 2022 …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:g5m5HwL7SMYC,,,,,,S6IJ51cAAAAJ:g5m5HwL7SMYC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"T Muhammadhy, UT Kartini, E Endryansyah, N Kholis",,Monitoring Penggunaan Daya Baterai pada Sistem Alat Water Level Control Berbasis IoT,2022,"Indonesian Journal of Engineering and Technology (INAJET) 5 (1), 11-19, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:35N4QoGY0k4C,,,,,,S6IJ51cAAAAJ:35N4QoGY0k4C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"AT Kalbii, UT Kartini, N Kholis, E Endryansyah",,Monitoring Level Air Pada Tambak Udang Dengan Sensor Ultrasonic Berbasis Internet Of Things (IoT),2022,"Jurnal Teknik Elektro 11 (3), 433-439, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:J_g5lzvAfSwC,,,,,,S6IJ51cAAAAJ:J_g5lzvAfSwC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"YK Wibisono, UT Kartini, J Joko, AI Agung",,Rancang Bangun Smart Tank Ikan Cupang Menggunakan Energi Terbarukan Solar Cell,2022,"JURNAL TEKNIK ELEKTRO 11 (3), 398-408, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:NaGl4SEjCO4C,,,,,,S6IJ51cAAAAJ:NaGl4SEjCO4C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"IF Pamungkas, UT Kartini, T Wrahatnolo, J Joko",,Sistem Monitoring Daya Listrik Photovoltaic Berbasis Internet of Things (IoT),2022,"Jurnal Teknik Elektro 11 (2), 236-245, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:GnPB-g6toBAC,,,,,,S6IJ51cAAAAJ:GnPB-g6toBAC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"ME Budiarta, UT Kartini, SI Haryudo, AI Agung",,Pemodelan Sistem Pelacakan Posisi Sinar Matahari Berbasis Internet of Things (IoT) Berdasarkan Data Meteorologi,2022,"JURNAL TEKNIK ELEKTRO 11 (2), 227-235, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:BqipwSGYUEgC,,,,,,S6IJ51cAAAAJ:BqipwSGYUEgC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"E Sulistiyo, YS Nugroho, L Anifah, UT Kartini, MR Aditama, R Firmansyah, ...",,Online Learning Quality of Engineering Faculty Universitas Negeri Surabaya Towards Legal Entity State University,2022,"IJORER: International Journal of Recent Educational Research 3 (1), 32-44, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:blknAaTinKkC,,,,,,S6IJ51cAAAAJ:blknAaTinKkC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"A Prasetyo, SI Haryudo, AI Agung, UT Kartini",,Analisa Perubahan Daya Aktif Generator Serta Efisiensi Mekanik Generator Yang Dipengaruh Oleh Perubahan Kemiringan Sudut Sudu Turbin Berpenampang Pelat Datar Pada Kinerja …,2022,"Jurnal Teknik Elektro 11 (1), 30-39, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:k_IJM867U9cC,,,,,,S6IJ51cAAAAJ:k_IJM867U9cC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"H Setiawan, J Joko, SI Haryudo, UT Kartini",,Peramalan Kebutuhan Beban Listrik Sektor Rumah Tangga Area Distribusi Jawa Timur Menggunakan Metode Analisis Time Series: Model Exponential Growth Curve Dan Model Linear,2021,"JURNAL TEKNIK ELEKTRO 10 (3), 805-815, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:isC4tDSrTZIC,,,,,,S6IJ51cAAAAJ:isC4tDSrTZIC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"MW Kristanto, F Achmad, SI Haryudo, UT Kartini",,Peramalan kebutuhan energi listrik dengan metode time series analysis pada sektor industri UID Jawa Timur,2021,"Jurnal Teknik Elektro 10 (3), 793-803, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:TFP_iSt0sucC,,,,,,S6IJ51cAAAAJ:TFP_iSt0sucC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"I Amarulloh, UT Kartini, W Aribowo, SI Haryudo",,Peramalan Daya Listrik Jangka Pendek Pada Smart Grid Photovoltaic Menggunakan Metode Autoregressive Integrated Moving Average (ARIMA) Dengan Pengaruh Sensor Suhu Pada Mode Hybrid,2021,"Jurnal Teknik Elektro 10 (3), 769-781, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:bEWYMUwI8FkC,,,,,,S6IJ51cAAAAJ:bEWYMUwI8FkC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"MR Ardiansyah, UT Kartini",,Optimasi Kinerja Inverter Pada Smartgrid Photovoltaic System Berbasis Neural Network,2021,"Jurnal Teknik Elektro 10 (3), 727-740, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:r0BpntZqJG4C,,,,,,S6IJ51cAAAAJ:r0BpntZqJG4C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"GF Yuviyanto, J Joko, UT Kartini, T Wrahatnolo",,Analisis Keandalan Energi Listrik Pada Smart Gird Photovoltaic Menggunakan Metode Hybrid Particle Swarm Optimization Dan Feed Forward Neural Network,2021,"JURNAL TEKNIK ELEKTRO 10 (3), 715-725, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:j3f4tGmQtD8C,,,,,,S6IJ51cAAAAJ:j3f4tGmQtD8C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"FR Syah, SI Haryudo, UT Kartini, N Kholis",,Analisis Hubung Singkat Pada Sistem Distribusi 20 Kv Pt. Pertamina Ep Asset 4 Field Cepu Distrik Ledok Menggunakan Etap 12.6. 0,2021,"Jurnal Teknik Elektro 10 (3), 699-706, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:4JMBOYKVnBMC,,,,,,S6IJ51cAAAAJ:4JMBOYKVnBMC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"UT Kartini, W Sukartiningsih, MS Sumbawati",,Contingency Framework on Online Based Learning Relationships and Academic Performance Postgraduate,2021,"The International Journal of Humanities & Social Studies 9 (7), 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:M05iB0D1s5AC,,,,,,S6IJ51cAAAAJ:M05iB0D1s5AC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"SI Haryudo, AR Ariangga, UT Kartini",,Analisis rugi daya dan jatuh tegangan pada sistem kelistrikan PT Pertamina Ledok untuk meningkatkan keandalan sistem,2021,"Jurnal Teknik Elektro 10 (3), 649-659, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:RHpTSmoSYBkC,,,,,,S6IJ51cAAAAJ:RHpTSmoSYBkC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"KP Putra, UT Kartini, W Aribowo, M Widyartono",,Perhitungan Nilai Loss of Load Probability (LOLP) pada PLTG PT PERTAMINA EP Asset IV Field Sukowati Menggunakan Perhitungan Discrete Distribution dan Cholesky Decomposition,2021,"Jurnal Teknik Elektro 10 (3), 639-648, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:_Qo2XoVZTnwC,,,,,,S6IJ51cAAAAJ:_Qo2XoVZTnwC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"ICW Aji, UT Kartini, SI Haryudo, M Widyartono",,Rancang Bangun Sistem Pompa Air Tenaga Surya Skala Rumah Tangga Menggunakan Maximum Power Point Tracking (MPPT) dengan Metode Algoritma Perturb dan Observe untuk Memaksimalkan Daya,2021,"Jurnal Teknik Elektro 10 (3), 629-638, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:e5wmG9Sq2KIC,,,,,,S6IJ51cAAAAJ:e5wmG9Sq2KIC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"IF Almadani, SI Haryudo, UT Kartini, J Joko",,Rancang Bangun Sistem Automatic Transfer Switch Antara Listrik PLN Dan PLTS Skala Kecil Untuk Alat Penetas Telur Berbasis Internet Of Things,2021,"Jurnal Teknik Elektro 10 (3), 565-575, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:R3hNpaxXUhUC,,,,,,S6IJ51cAAAAJ:R3hNpaxXUhUC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"S Saifudin, SI Haryudo, UT Kartini",,Analisis Perbandingan Perhitungan Short Circuit Pada Gardu Induk 150/20 KV (Studi Kasus Pada Gardu Induk Manyar Gresik),2021,"Jurnal Teknik Elektro 10 (2), 507-515, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:hFOr9nPyWt4C,,,,,,S6IJ51cAAAAJ:hFOr9nPyWt4C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"WA Billahi, SI Haryudo, UT Kartini",,Analisis perubahan nilai faktor daya terhadap pemasangan kapasitor bank pada unit boiler pusat pengembangan sumber daya manusia minyak dan gas bumi cepu,2021,"Jurnal Teknik Elektro 10 (2), 497-505, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:HDshCWvjkbEC,,,,,,S6IJ51cAAAAJ:HDshCWvjkbEC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"MW Purnama, SI Haryudo, UT Kartini",,Peramalan Kebutuhan Energi Listrik Jangka Panjang Sektor Rumah Tangga UID Jawa Timur Menggunakan Metode Analysis Time Series: Proyeksi Tren Quadratic dan Regresi Linear …,2021,"Jurnal Teknik Elektro 10 (2), 485-495, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:mB3voiENLucC,,,,,,S6IJ51cAAAAJ:mB3voiENLucC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"PA Wicaksono, SI Haryudo, UT Kartini",,Analisis Tegangan Jatuh Pada Unit Kilang Di Pusat Pengembangan Sumber Daya Manusia Minyak Dan Gas Bumi Cepu Berbasis Etap 12.6. 0,2021,"Jurnal Teknik Elektro 10 (2), 473-483, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:-f6ydRqryjwC,,,,,,S6IJ51cAAAAJ:-f6ydRqryjwC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"N Sugiarto, UT Kartini, SI Haryudo",,Pemodelan hybrid convolutional backpropagation neural network untuk peramalan beban jangka sangat pendek berdasarkan minimalisasi biaya listrik,2021,"JURNAL TEKNIK ELEKTRO 10 (2), 463-472, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:hC7cP41nSMkC,,,,,,S6IJ51cAAAAJ:hC7cP41nSMkC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"PA Mahendra, UT Kartini, SI Haryudo",,Peramalan Susut Energi Jangka Pendek Menggunakan Metode Fuzzy Logic dan Feed Forward Neural Network Berdasarkan Keseimbangan Beban,2021,"Jurnal Teknik Elektro 10 (2), 453-462, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:qUcmZB5y_30C,,,,,,S6IJ51cAAAAJ:qUcmZB5y_30C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"NZQ Putera, SI Haryudo, UT Kartini",,ANALISIS RUGI DAYA UNTUK UNIT KILANG BERBASIS ETAP 12.6. 0 DI PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA MINYAK DAN GAS BUMI (PPSDM MIGAS) CEPU,2021,"JURNAL TEKNIK ELEKTRO 10 (2), 435-442, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:IWHjjKOFINEC,,,,,,S6IJ51cAAAAJ:IWHjjKOFINEC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"F Baskoro, WT Handoko, AI Agung, M Widyartono, UT Kartini",,Analisis Desain Solar Tube Dengan Panel Surya pada Rumah Tinggal,2021,"Jurnal Teknik Elektro 10 (2), 281-289, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:7PzlFSSx8tAC,,,,,,S6IJ51cAAAAJ:7PzlFSSx8tAC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"MW Purnama, SI Hardyudo, W Aribowo, UT Kartini",,Peramalan Kebutuhan Energi Listrik UID Jawa Timur Metode Time Series Berbasis Minitab v19,2021,"J. Tek. Elektro 10 (02), 485-495, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:nb7KW1ujOQ8C,,,,,,S6IJ51cAAAAJ:nb7KW1ujOQ8C,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"AR Ariangga, SI Hardyudo, UT Kartini, W Aribowo",,Analisis Rugi Daya Dan Jatuh Tegangan Pada Sistem Kelistrikan PT Pertamina Ledok Untuk Meningkatkan Keandalan Sistem,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:abG-DnoFyZgC,,,,,,S6IJ51cAAAAJ:abG-DnoFyZgC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
"F Baskoro, MA Prasetiya, UT Kartini",,Simulasi Pemodelan Pembangkit Listrik Tenaga Mikohidro/PLTMH dengan Menggunakan Aplikasi Matlab/Simulink,2021,"Jurnal Teknik Elektro 10 (1), 73-80, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=S6IJ51cAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=S6IJ51cAAAAJ:dhFuZR0502QC,,,,,,S6IJ51cAAAAJ:dhFuZR0502QC,S6IJ51cAAAAJ,"Unit Three Kartini, S.T., M.T.  Ph. D",scholar
