Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source
"A Rozaq, IM Suartana",,Manajemen Quality of Service pada Jaringan Software Defined Network Menggunakan Opendaylight Controller,2021,"Journal of Informatics and Computer Science (JINACS) 3 (02), 89-94, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:L8Ckcad2t8MC,,,,,,RvG7jG4AAAAJ:L8Ckcad2t8MC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"AS Pratama, IM Suartana",,Analisis Kualitas Stego Video dalam Penyisipan Data Memanfaatkan Metode DCT-DWT,2021,"Journal Information Engineering and Educational Technology) ISSN 2549, 869X, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:YOwf2qJgpHMC,,,,,,RvG7jG4AAAAJ:YOwf2qJgpHMC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"D Hediyati, IM Suartana",,Penerapan Principal Component Analysis (PCA) Untuk Reduksi Dimensi Pada Proses Clustering Data Produksi Pertanian di Kabupaten Bojonegoro. JIEET (Journal of Information …,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:NhqRSupF_l8C,,,,,,RvG7jG4AAAAJ:NhqRSupF_l8C,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"MB Alifi, IM Suartana",,Implementasi Teknik Steganografi pada Gambar JPEG dan PNG dengan Menggunakan Metode Adaptive Minimum Error Least Significant Bit Replacement (AMELSBR),2020,"Journal of Informatics and Computer Science (JINACS) 2 (02), 113-119, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:IWHjjKOFINEC,,,,,,RvG7jG4AAAAJ:IWHjjKOFINEC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
IM Suartana,,Pemanfaatan Google Classroom Dalam Pembelajaran Daring Pendidikan Agama Hindu Dan Budi Pekerti Saat Pandemi Covid 19 Di SMK Negeri 1 Tejakula,2020,"Cetta: Jurnal Ilmu Pendidikan 3 (3m), 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:7PzlFSSx8tAC,,,,,,RvG7jG4AAAAJ:7PzlFSSx8tAC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"MAN Anggraini, IM Suartana",,Performa Clustering Controller pada Arsitektur Software Defined Network,2020,"Journal of Informatics and Computer Science (JINACS) 2 (01), 1-8, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:0EnyYjriUFMC,,,,,,RvG7jG4AAAAJ:0EnyYjriUFMC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"AZ Pramudita, IM Suartana",,Perbandingan Performa Controller OpenDayLight dan Ryu pada Arsitektur Software Defined Network,2020,"Journal of Informatics and Computer Science (JINACS) 1 (04), 174-178, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:UebtZRa9Y70C,,,,,,RvG7jG4AAAAJ:UebtZRa9Y70C,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"Y Firdaus, IM Suartana",,Implementasi Steganografi Dengan Metode Pixel Value Differencing (PVD) pada Gambar JPG dan PNG,2020,"Journal of Informatics and Computer Science (JINACS) 1 (03), 157-164, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:roLk4NBRz8UC,,,,,,RvG7jG4AAAAJ:roLk4NBRz8UC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"A Rahmasari, IM Suartana",,Penerapan Algoritma Floyd-Warshall untuk Pemilihan Rute Routing OSPF pada Jaringan SDN,2020,"JIEET (Journal of Information Engineering and Educational Technology) 4 (1 …, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:Se3iqnhoufwC,,,,,,RvG7jG4AAAAJ:Se3iqnhoufwC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"BP Firdaus, IM Suartana",,Implementasi Keamanan Jaringan Intrusion Detection/Prevention System Menggunakan Pfsense,2020,"Jurnal Manajemen Informatika 11 (1), 40-47, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:a0OBvERweLwC,,,,,,RvG7jG4AAAAJ:a0OBvERweLwC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"D Oktaviani, IM Suartana",,Implementasi Kompresi Data dengan Modifikasi Algoritma Lempel-Ziv-Welch (LZW) untuk File Dokumen,2020,"Journal of Informatics and Computer Science (JINACS) 1 (03), 128-137, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:LkGwnXOMwfcC,,,,,,RvG7jG4AAAAJ:LkGwnXOMwfcC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"F Ro’isa, IM Suartana",,Implementasi Steganografi dengan Menggunakan Metode Masking and Filtering untuk Menyisipkan Gambar ke dalam Citra Digital,2019,"Journal of Informatics and Computer Science (JINACS) 1 (01), 9-15, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:_FxGoFyzp5QC,,,,,,RvG7jG4AAAAJ:_FxGoFyzp5QC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"LA Indrayani, IM Suartana",,Implementasi Kriptografi dengan Modifikasi Algoritma Advanced Encryption Standard (AES) untuk Pengamanan File Document,2019,"Journal of Informatics and Computer Science (JINACS) 1 (01), 42-47, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:ufrVoPGSRksC,,,,,,RvG7jG4AAAAJ:ufrVoPGSRksC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"RRC Dirgantara, IM Suartana",,IMPLEMENTASI ARP WATCH DENGAN PFSENSE UNTUK MEKANISME PENGAMANAN ACCESS POINT,2019,"Jurnal Manajemen Informatika 10 (1), 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:KlAtU1dfN6UC,,,,,,RvG7jG4AAAAJ:KlAtU1dfN6UC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
PN Candra,,Implementasi Captive Portal Dengan Menggunakan PfSense,2018,"Jurnal Manajemen Informatika 9 (1), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:bEWYMUwI8FkC,,,,,,RvG7jG4AAAAJ:bEWYMUwI8FkC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"AR Fauzi, IM Suartana",,Monitoring Jaringan Wireless Terhadap Serangan Packet Sniffing Dengan Menggunakan Ids,2018,"Jurnal Manajemen Informatika 8 (2), 11-17, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:hqOjcs7Dif8C,,,,,,RvG7jG4AAAAJ:hqOjcs7Dif8C,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"IM Suartana, HE Wahanani, AM Darminta",,Analisa Pengaruh Routing Protokol Dan Mekanisme Keamanan Pada Kualitas Layanan Multimedia pada Jaringan IP,2017,"JIEET (Journal of Information Engineering and Educational Technology) 1 (2 …, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:UeHWp8X0CEIC,,,,,,RvG7jG4AAAAJ:UeHWp8X0CEIC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"IM Suartana, T Indriyani, B Mardiyanto",,Analisis Dan Implementasi Honeypot Dalam Mendeteksi Serangan Distributed Denial-Of-Services (DDOS) Pada Jaringan Wireless,2017,"INTEGER: Journal of Information Technology 1 (2), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:YsMSGLbcyi4C,,,,,,RvG7jG4AAAAJ:YsMSGLbcyi4C,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
WAN Putri,,Rekayasa Ulang Sistem Informasi Manajemen Kepegawaian Menggunakan Framework Laravel Pada Bppki Surabaya,2016,"Jurnal Manajemen Informatika 6 (1), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:_kc_bZDykSQC,,,,,,RvG7jG4AAAAJ:_kc_bZDykSQC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"HE Wahanani, I Suartana, D Adityawati",,Analisa kinerja protokol routing Delay Tolerant Network (DTN) untuk transportasi publik,2015,"Scan: Jurnal Teknologi Informasi dan Komunikasi 10 (3), 39-46, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:u5HHmVD_uO8C,,,,,,RvG7jG4AAAAJ:u5HHmVD_uO8C,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"I Suartana, HE Wahanani, AN Sandy",,SISTEM PENGAMANAN WEB SERVER DENGAN WEB APPLICATION FIREWALL (WAF,2015,"Scan: Jurnal Teknologi Informasi dan Komunikasi 10 (1), 39-44, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:qjMakFHDy7sC,,,,,,RvG7jG4AAAAJ:qjMakFHDy7sC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"IM Suartana, HE Wahanani, AN Sandy",,Sistem Pengaman Web Server Dengan Application Firewall (WAF),2015,"Scan 10 (1), 3-8, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:HDshCWvjkbEC,,,,,,RvG7jG4AAAAJ:HDshCWvjkbEC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
IS Made,,Sistem Pengamanan Web Server Dengan Web Application Firewall (WAF),2015,"UPN Veteran Surabaya, Februari, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:Zph67rFs4hoC,,,,,,RvG7jG4AAAAJ:Zph67rFs4hoC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"HE Wahanani, IM Suartana",,IMPLEMENTASI PROTOTIPE SISTEM PARKIR OTOMATIS,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:9yKSN-GCB0IC,,,,,,RvG7jG4AAAAJ:9yKSN-GCB0IC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"HE Wahanani, YV Via, IM Suartana",,DESIGN AND PROTOTYPE IMPLEMENTATION OF AUTOMATIC PARKING SYSTEM,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RvG7jG4AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=RvG7jG4AAAAJ:u-x6o8ySG0sC,,,,,,RvG7jG4AAAAJ:u-x6o8ySG0sC,RvG7jG4AAAAJ,"I Made Suartana, S.Kom., M.Kom.",scholar
"IGPA Buditjahjanto, N Rochmawati, PD Widayaka, DA Dermawan, ...",,The Influence of Student Stress Levels and Student’s Mobile Technology Acceptance Levels on Student’s Academic Performance,2024,"International Journal of Educational Management and Innovation 5 (3), 226-236, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:HoB7MX3m0LUC,,,,,,8wFXNjYAAAAJ:HoB7MX3m0LUC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"MIU Rosyidi, N Rochmawati",,Implementasi ensemble learning adaboost pada algoritma klasifikasi decision tree dan svm untuk klasifikasi sms berbahasa Indonesia,2024,"JIEET (Journal of Information Engineering and Educational Technology) 8 (1 …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:g5m5HwL7SMYC,,,,,,8wFXNjYAAAAJ:g5m5HwL7SMYC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"R Ayuningtyas, N Rochmawati",,Pengembangan Aplikasi Virtual Reality Pemandu Senam Lansia Berbasis Android Untuk Motivasi Olahraga Lansia,2024,"Journal of Informatics and Computer Science (JINACS) 6 (01), 39-54, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:ldfaerwXgEUC,,,,,,8wFXNjYAAAAJ:ldfaerwXgEUC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"YL Fatma, N Rochmawati",,Prediksi siswa putus sekolah menggunakan algoritma Decision Tree C4. 5,2024,"Journal of Informatics and Computer Science (JINACS) 5 (04), 486-493, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:2P1L_qKh6hAC,,,,,,8wFXNjYAAAAJ:2P1L_qKh6hAC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"ZW Farida, N Rochmawati",,Analisis Sentimen Masyarakat terhadap Fenomena Childfree Menggunakan Metode Long Short Term Memory dan Bidirectional Encoder Representations from Transformers di Twitter,2024,"Journal of Informatics and Computer Science (JINACS) 5 (03), 369-376, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:lSLTfruPkqcC,,,,,,8wFXNjYAAAAJ:lSLTfruPkqcC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"MIU Rosyidi, N Rochmawati",,Teknik Bagging Pada Algoritma Klasifikasi Decision Tree dan SVM Untuk Klasifikasi SMS Berbahasa Indonesia,2023,"Journal of Informatics and Computer Science (JINACS) 5 (02), 265-271, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:J_g5lzvAfSwC,,,,,,8wFXNjYAAAAJ:J_g5lzvAfSwC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"V Siregar, N Rochmawati",,Penerapan Metode Vikor Dalam Penentuan Rekomendasi Objek Wisata Terbaik Surabaya Di Masa Pandemi COVID-19,2023,"Journal of Informatics and Computer Science (JINACS) 4 (04), 458-468, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:maZDTaKrznsC,,,,,,8wFXNjYAAAAJ:maZDTaKrznsC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"N Rochmawati, RH Peni, L Rakhmawati, R Artiono, A Wintarti, UT Kartini, ...",,Python Programming: Deep Learning,2022,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:pyW8ca7W8N0C,,,,,,8wFXNjYAAAAJ:pyW8ca7W8N0C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"R Artiono, UT Kartini, A Wintarti, L Rakhmawati, RRHPA Tjahyaningtijas, ...",,Python Programming: Machine Learning,2022,"Mitra Edukasi dan Publikasi, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:35N4QoGY0k4C,,,,,,8wFXNjYAAAAJ:35N4QoGY0k4C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"MRF Kamarula, N Rochmawati",,Perbandingan CNN dan Bi-LSTM pada Analisis Sentimen dan Emosi Masyarakat Indonesia Di Media Sosial Twitter Selama Pandemik Covid-19 yang Menggunakan Metode Word2vec,2022,"Journal of Informatics and Computer Science (JINACS), 219-228, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:R3hNpaxXUhUC,,,,,,8wFXNjYAAAAJ:R3hNpaxXUhUC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"MDY Fordana, N Rochmawati",,Optimisasi hyperparameter CNN menggunakan random search untuk deteksi COVID-19 dari citra x-ray dada,2022,"Journal of Informatics and Computer Science (JINACS) 4 (01), 10-18, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:hC7cP41nSMkC,,,,,,8wFXNjYAAAAJ:hC7cP41nSMkC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"W Yustanti, N Rochmawati",,Analisis algoritma klasifikasi untuk memprediksi karakteristik mahasiswa pada pembelajaran daring,2022,"J. Edukasi dan Penelit. Inform 8 (1), 57-61, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:IWHjjKOFINEC,,,,,,8wFXNjYAAAAJ:IWHjjKOFINEC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"R Pujiati, N Rochmawati",,Identifikasi citra daun tanaman herbal menggunakan metode Convolutional Neural Network (CNN),2022,"Journal of Informatics and Computer Science (JINACS) 3 (03), 351-357, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:ZeXyd9-uunAC,,,,,,8wFXNjYAAAAJ:ZeXyd9-uunAC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"DN Yohanes, N Rochmawati",,Implementasi algoritma collision detection dan a*(a star) pada non player character game world of new normal,2022,"Journal of Informatics and Computer Science (JINACS) 3 (03), 322-333, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:L8Ckcad2t8MC,,,,,,8wFXNjYAAAAJ:L8Ckcad2t8MC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"RB Virgiant, N Rochmawati",,Implementasi Metode MOORA Untuk Penentuan Wisata Surabaya Terbaik Di Masa Pandemi COVID-19,2022,"Journal of Informatics and Computer Science (JINACS) 3 (03), 267-277, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:7PzlFSSx8tAC,,,,,,8wFXNjYAAAAJ:7PzlFSSx8tAC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"SD Prasetiani, N Rochmawati",,Penerapan Data Mining Untuk Clustering Menu Favorit Menggunakan Algoritma K-Means (Studi Kasus Kedai Expo),2022,"Journal of Informatics and Computer Science (JINACS) 3 (03), 278-286, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:dhFuZR0502QC,,,,,,8wFXNjYAAAAJ:dhFuZR0502QC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"EP Ramadhani, N Rochmawati",,Klasifikasi Covid-19 Pada Citra CT-Scan Dengan Mengombinasikan Metode Convolutional Neural Network Dan Support Vector Machine,2022,"Journal of Informatics and Computer Science (JINACS), 236-243, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:RHpTSmoSYBkC,,,,,,8wFXNjYAAAAJ:RHpTSmoSYBkC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"EI Maharani, N Rochmawati",,Opinion Mining Popularitas Tempat Wisata Menggunakan Algoritma Support Vector Machine (SVM) Dan Particle Swarm Optimization dari Instagram,2021,"Journal of Informatics and Computer Science (JINACS) 2 (04), 295-301, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:hFOr9nPyWt4C,,,,,,8wFXNjYAAAAJ:hFOr9nPyWt4C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"FAA Putri, N Rochmawati",,Penerapan Algoritma Gustafson-Kessel untuk Clustering Tweets Mention Akun Go-jek dan Grab Indonesia,2021,"Journal of Informatics and Computer Science (JINACS) 2 (03), 204-212, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:iH-uZ7U-co4C,,,,,,8wFXNjYAAAAJ:iH-uZ7U-co4C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"NH Najah, N Rochmawati",,Penerapan NBC dan SVM Terhadap Klasifikasi Opini Sistem Pendidikan Menggunakan Data Twitter,2021,"Journal of Informatics and Computer Science (JINACS) 2 (03), 213-219, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:r0BpntZqJG4C,,,,,,8wFXNjYAAAAJ:r0BpntZqJG4C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"BG Putra, N Rochmawati",,Klasifikasi Berdasarkan Question dalam Stack Overflow Menggunakan Algoritma Naïve Bayes,2021,"J. Informatics Comput. Sci 2 (04), 259-267, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:_xSYboBqXhAC,,,,,,8wFXNjYAAAAJ:_xSYboBqXhAC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"AR Maulana, N Rochmawati",,Opinion Mining Terhadap Pemberitaan Corona di Instagram menggunakan Convolutional Neural Network,2020,"Journal of Informatics and Computer Science (JINACS) 2 (01), 53-59, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:3fE2CSJIrl8C,,,,,,8wFXNjYAAAAJ:3fE2CSJIrl8C,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"F Ilham, N Rochmawati",,Transliterasi Aksara Jawa Tulisan Tangan ke Tulisan Latin Menggunakan CNN,2020,"Journal of Informatics and Computer Science (JINACS) 1 (04), 200-208, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:Zph67rFs4hoC,,,,,,8wFXNjYAAAAJ:Zph67rFs4hoC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"A Chairuddin, N Rochmawati",,Implementasi Markerless Tracking Augmented Reality Pada Pengenalan Buah Menggunakan Metode User Defined Target,2020,"Journal of Informatics and Computer Science (JINACS) 1 (04), 209-216, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:ULOm3_A8WrAC,,,,,,8wFXNjYAAAAJ:ULOm3_A8WrAC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"U Nuha, N Rochmawati",,Klasifikasi Kesahihan Hadits Berdasarkan Perawi Hadits Menggunakan Principal Component Analysis (PCA) dan Backpropagation Neural Network (BPNN),2020,"Journal of Informatics and Computer Science (JINACS) 1 (03), 138-143, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:kNdYIx-mwKoC,,,,,,8wFXNjYAAAAJ:kNdYIx-mwKoC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"A Rahayu, N Rochmawati",,Klasifikasi Cerita Bahasa Indonesia menggunakan Metode Hybrid PSO-KNN (Modified Binary Particle Swarm Optimization dengan K-Nearest Neighbor),2019,"Journal of Informatics and Computer Science (JINACS) 1 (01), 64-69, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:5nxA0vEk-isC,,,,,,8wFXNjYAAAAJ:5nxA0vEk-isC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
"RA Putri, N Rochmawati",,Penerapan Algoritma Support Vector Machine untuk Klasifikasi Motif Citra Batik Solo Berdasarkan Fitur Multi-Autoencoders,2019,"Journal of Informatics and Computer Science (JINACS) 1 (01), 56-63, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8wFXNjYAAAAJ:0EnyYjriUFMC,,,,,,8wFXNjYAAAAJ:0EnyYjriUFMC,8wFXNjYAAAAJ,"Naim Rochmawati, S.Kom., M.T.",scholar
