course_url,mata_kuliah,kelas,meeting_number,activity_description,date
https://sindig.unesa.ac.id/course/3/1182/aljabar-matriks,Aljabar Matriks,2023E,15,"Program komputer untuk menyelesaikan permasalahan yang berkaitan dengan matriks (SOC-2, SKI-1-2 dan COM-2) Date 17 Mei 2024",17 Mei 2024
https://sindig.unesa.ac.id/course/3/1182/aljabar-matriks,Aljabar Matriks,2023E,16,Materi yang telah disampaikan sejak pertemuan ke-9 sampai dengan ke-15. Date 24 Mei 2024,24 Mei 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,1,Konsep logika beserta implementasinya Date 6 Februari 2024,6 Februari 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 13 Februari 2024",13 Februari 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,3,Konsep kuantor bersarang Date 20 Februari 2024,20 Februari 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,4,Konsep aturan inferensi Date 27 Februari 2024,27 Februari 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,5,Konsep aturan inferensi Date 5 Maret 2024,5 Maret 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,6,Konsep pembuktian langsung Date 12 Maret 2024,12 Maret 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 19 Maret 2024",19 Maret 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,8,Ujian Tengah Semester (UTS) Date 26 Maret 2024,26 Maret 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 2 April 2024",2 April 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 16 April 2024",16 April 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,11,Konsep himpunan dan fungsi Date 23 April 2024,23 April 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,12,Konsep counting Date 30 April 2024,30 April 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 7 Mei 2024",7 Mei 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,14,Konsep prinsip inklusi-eksklusi Date 14 Mei 2024,14 Mei 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,15,Konsep graf dan tree beserta implementasinya Date 21 Mei 2024,21 Mei 2024
https://sindig.unesa.ac.id/course/3/1405/matematika-diskrit,Matematika Diskrit,2023C,16,Ujian Akhir Semester (UAS) Date 21 Mei 2024,21 Mei 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,1,Mengusulka n gagasan kreatif dalam memecahka n masalah lingkungan secara umum Date 6 Februari 2024,6 Februari 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,2,Mengusulka n gagasan kreatif dalam memecahkan masalah lingkungan secara umum Date 13 Februari 2024,13 Februari 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,3,Prinsip-prinsip etika lingkungan Date 20 Februari 2024,20 Februari 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,4,Prinsip-prinsip etika lingkungan dalam kehidupan Date 27 Februari 2024,27 Februari 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,5,Gagasan yang efektif untuk mengatasi permasalahan SDA dan lingkungan. Date 5 Maret 2024,5 Maret 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,6,Gagasan yang efektif untuk mengatasi permasalahan SDA dan lingkungan Date 12 Maret 2024,12 Maret 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,7,Gagasan yang sistematis untuk melestarikan kearifan lokal masyarakat Date 19 Maret 2024,19 Maret 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,8,UTS Date 26 Maret 2024,26 Maret 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,9,Gagasan yang yang sistematis untuk melestarika n kearifan lokal masyarakat Date 2 April 2024,2 April 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,10,Gagasan yang efektif sesuai dengan prinsip pengelolaan SDA dan lingkungan Date 9 April 2024,9 April 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,11,Gagasan pengelolaan SDA dan lingkungan yang efektif sesuai dengn prinsip pengelolaan sumber daya alam Date 16 April 2024,16 April 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,12,Prinsip- prinsip konservasi secara global dan lokal. Date 23 April 2024,23 April 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,13,Gerakan eco campus dan upaya- upaya mewujudkan-nya Date 30 April 2024,30 April 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,14,Prinsip regulasi konservasi SDA secara global dan lokal. Date 7 Mei 2024,7 Mei 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,15,Date 14 Mei 2024,14 Mei 2024
https://sindig.unesa.ac.id/course/3/1030/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023E,16,Date 21 Mei 2024,21 Mei 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,1,Mengusulka n gagasan kreatif dalam memecahka n masalah lingkungan secara umum Date 5 Februari 2024,5 Februari 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,2,Mengusulka n gagasan kreatif dalam memecahkan masalah lingkungan secara umum Date 12 Februari 2024,12 Februari 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,3,Prinsip-prinsip etika lingkungan Date 19 Februari 2024,19 Februari 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,4,Prinsip-prinsip etika lingkungan dalam kehidupan Date 26 Februari 2024,26 Februari 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,5,Gagasan yang efektif untuk mengatasi permasalahan SDA dan lingkungan. Date 4 Maret 2024,4 Maret 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,6,Gagasan yang efektif untuk mengatasi permasalahan SDA dan lingkungan Date 11 Maret 2024,11 Maret 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,7,Gagasan yang sistematis untuk melestarikan kearifan lokal masyarakat Date 18 Maret 2024,18 Maret 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,8,UTS Date 25 Maret 2024,25 Maret 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,9,Gagasan yang yang sistematis untuk melestarika n kearifan lokal masyarakat Date 1 April 2024,1 April 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,10,Gagasan yang efektif sesuai dengan prinsip pengelolaan SDA dan lingkungan Date 8 April 2024,8 April 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,11,Gagasan pengelolaan SDA dan lingkungan yang efektif sesuai dengn prinsip pengelolaan sumber daya alam Date 15 April 2024,15 April 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,12,Prinsip- prinsip konservasi secara global dan lokal. Date 22 April 2024,22 April 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,13,Gerakan eco campus dan upaya- upaya mewujudkan-nya Date 29 April 2024,29 April 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,14,Prinsip regulasi konservasi SDA secara global dan lokal. Date 6 Mei 2024,6 Mei 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,15,Date 13 Mei 2024,13 Mei 2024
https://sindig.unesa.ac.id/course/3/962/konservasi-sumber-daya-alam-dan-lingkungan,Konservasi Sumber Daya Alam dan Lingkungan,2023B,16,Date 20 Mei 2024,20 Mei 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,1,Menganalisis kedudukan Agama Kristen di perguruan tinggi Date 9 Februari 2024,9 Februari 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,2,"Peran Tuhan sebagai Pemelihara ciptaan-Nya, serta implikasinya bagi kehidupan manusia dan alam semesta Date 16 Februari 2024",16 Februari 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,3,"Menganalisis penerapan IKA dalam hubungan antar anggota keluarga, pernikahan, perceraian dalam Kristen Date 23 Februari 2024",23 Februari 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,4,"Menganalisis penerapan IKA dalam hubungan antar anggota keluarga, berpacaran, pernikahan, perceraian dalam Kristen Date 1 Maret 2024",1 Maret 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,5,"Menganalisis isu-isu kehidupan social dengan IKA (LGBT, aborsi, dll) Date 8 Maret 2024",8 Maret 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,6,"Menganalisis isu-isu kehidupan social dengan IKA (LGBT, aborsi, dll) Date 15 Maret 2024",15 Maret 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,7,"Menganalisis ajaran Kristen tentang manusia sebagai makhluk religius, sosial, rasional, etis dan juga berdosa Date 22 Maret 2024",22 Maret 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,8,Etika/moralitas dan karakter Kristiani Date 29 Maret 2024,29 Maret 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,9,Mewujudkan kesehatan mental sebagai bentuk hidup baru mahasiswa Kristen Date 5 April 2024,5 April 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,10,Mewujudkan kesehatan mental sebagai bentuk hidup baru mahasiswa Kristen Date 12 April 2024,12 April 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,11,Hubungan timbal balik antara iman kristiani dan ilmu pengetahuan dan teknologi Date 19 April 2024,19 April 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,12,Hubungan timbal balik antara iman kristiani dan ilmu pengetahuan dan teknologi Date 26 April 2024,26 April 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,13,Iman kristiani dan kerukunan hidup umat beragama Date 3 Mei 2024,3 Mei 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,14,Tanggung jawab kristiani dalam kehidupan berbangsa dan bernegara Date 10 Mei 2024,10 Mei 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,15,Tanggung jawab kristiani dalam pemeliharaan lingkungan hidup Date 17 Mei 2024,17 Mei 2024
https://sindig.unesa.ac.id/course/3/1382/agama-protestan,Agama Protestan,2023A,16,EVALUASI PEMBELAJARAN Date 24 Mei 2024,24 Mei 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,1,Perlunya mempelajari interaksi manusia-komputer Date 8 Februari 2024,8 Februari 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,2,User experience (UX) process untuk merancang produk interaktif Date 15 Februari 2024,15 Februari 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,3,User experience (UX) process untuk merancang produk interaktif Date 22 Februari 2024,22 Februari 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,4,Menganalisis karakteristik dan kebutuhan pengguna Date 29 Februari 2024,29 Februari 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,5,Menganalisis karakteristik dan kebutuhan pengguna Date 7 Maret 2024,7 Maret 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,6,Menganalisis karakteristik dan kebutuhan pengguna Date 14 Maret 2024,14 Maret 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,7,Kebutuhan Pengguna Date 21 Maret 2024,21 Maret 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,8,Merancang design interaksi yang sesuai dengan kebutuhan pengguna Date 28 Maret 2024,28 Maret 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,9,Merancang desain interaksi untuk produk digital yang dikembangkan Date 4 April 2024,4 April 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,10,Merancang desain interaksi untuk produk digital yang dikembangkan Date 11 April 2024,11 April 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,11,User experience (UX) desain interaksi Date 18 April 2024,18 April 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,12,User experience (UX) desain interaksi Date 25 April 2024,25 April 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,13,Merancang desain interaksi untuk produk digital yang dikembangkan Date 2 Mei 2024,2 Mei 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,14,Merancang desain interaksi untuk produk digital yang dikembangkan Date 9 Mei 2024,9 Mei 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,15,User experience (UX) desain interaksi Date 16 Mei 2024,16 Mei 2024
https://sindig.unesa.ac.id/course/3/1001/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022B,16,Merancang desain interaksi untuk produk digital yang dikembangkan Date 23 Mei 2024,23 Mei 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,1,Perlunya mempelajari interaksi manusia-komputer Date 6 Februari 2024,6 Februari 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,2,User experience (UX) process untuk merancang produk interaktif Date 13 Februari 2024,13 Februari 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,3,User experience (UX) process untuk merancang produk interaktif Date 20 Februari 2024,20 Februari 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,4,Menganalisis karakteristik dan kebutuhan pengguna Date 27 Februari 2024,27 Februari 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,5,Menganalisis karakteristik dan kebutuhan pengguna Date 5 Maret 2024,5 Maret 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,6,Menganalisis karakteristik dan kebutuhan pengguna Date 12 Maret 2024,12 Maret 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,7,Kebutuhan Pengguna Date 19 Maret 2024,19 Maret 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,8,Merancang design interaksi yang sesuai dengan kebutuhan pengguna Date 26 Maret 2024,26 Maret 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,9,Merancang desain interaksi untuk produk digital yang dikembangkan Date 2 April 2024,2 April 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,10,Merancang desain interaksi untuk produk digital yang dikembangkan Date 9 April 2024,9 April 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,11,User experience (UX) desain interaksi Date 16 April 2024,16 April 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,12,User experience (UX) desain interaksi Date 23 April 2024,23 April 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,13,Merancang desain interaksi untuk produk digital yang dikembangkan Date 30 April 2024,30 April 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,14,Merancang desain interaksi untuk produk digital yang dikembangkan Date 7 Mei 2024,7 Mei 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,15,User experience (UX) desain interaksi Date 14 Mei 2024,14 Mei 2024
https://sindig.unesa.ac.id/course/3/1000/interaksi-manusia-dan-komputer,Interaksi Manusia dan Komputer,2022A,16,Merancang desain interaksi untuk produk digital yang dikembangkan Date 21 Mei 2024,21 Mei 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,1,Konsep-konsep dasar dalam pengolahan citra digital Date 5 Februari 2024,5 Februari 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,2,Proses peningkatan kualitas citra dalam domain spasial Date 12 Februari 2024,12 Februari 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,3,Proses peningkatan kualitas citra dalam domain frekuensi Date 19 Februari 2024,19 Februari 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,4,Proses restorasi dan rekonstruksi citra Date 26 Februari 2024,26 Februari 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,5,Mengenal dasar transformasi citra dalam domain frekuensi Date 4 Maret 2024,4 Maret 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,6,Proses restorasi dan rekonstruksi citra Date 11 Maret 2024,11 Maret 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,7,Proses restorasi dan rekonstruksi citra Date 18 Maret 2024,18 Maret 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,8,Konsep dasar dan metode pengolahan citra dalam permasalahan sederhana Date 25 Maret 2024,25 Maret 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,9,Pemrosesan warna pada pengolahan citra digital Date 1 April 2024,1 April 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,10,Mengenal proses kompresi citra Date 8 April 2024,8 April 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,11,Proses transformasi pada pengolahan citra digital Date 15 April 2024,15 April 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,12,Proses transformasi pada pengolahan citra digital Date 22 April 2024,22 April 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,13,Konsep dan implementasi proses morfologi dalam pengolahan citra digital Date 29 April 2024,29 April 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,14,Pengolahan citra digital pada permasalahan nyata dan merealisasikan ide kreatif serta dan memaparkan hasil analisis secara ilmiah Date 6 Mei 2024,6 Mei 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,15,Pengolahan citra digital pada permasalahan nyata dan merealisasikan ide kreatif serta dan memaparkan hasil analisis secara ilmiah Date 13 Mei 2024,13 Mei 2024
https://sindig.unesa.ac.id/course/3/1062/pengolahan-citra-digital,Pengolahan Citra Digital,2022A,16,Pengolahan citra digital pada permasalahan nyata dan merealisasikan ide kreatif serta dan memaparkan hasil analisis secara ilmiah Date 20 Mei 2024,20 Mei 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,1,Latar belakang diberikan mata kuliah PKn di PT Date 7 Februari 2024,7 Februari 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,2,Konsep nasionalisme dan mengimplementasikannya sebagai identitas nasional bangsa Indonesia Date 14 Februari 2024,14 Februari 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,3,Konsep integrasi nasional dan implementasinya Date 21 Februari 2024,21 Februari 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,4,Konsep konstitusi dan mampu mengidentifikasi konstitusi yang pernah berlaku serta konstitusi yang berlaku saat ini Date 28 Februari 2024,28 Februari 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,5,Membandingkan konsep kewajiban dan hak negara dan warga negara dan implementasinya Date 6 Maret 2024,6 Maret 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,6,Konsep penegakan hukum dan Hak Asasi Manusia (HAM) dan implementasi penegakan hukum dan HAM di Indonesia Date 13 Maret 2024,13 Maret 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,7,Konsep penegakan hukum dan Hak Asasi Manusia (HAM) dan implementasi penegakan hukum dan HAM di Indonesia Date 20 Maret 2024,20 Maret 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,8,"Melaksanakan penilaian formatif dengan disiplin, bertanggungjawab, menjunjung tinggi nilai-nilai kejujuran Date 27 Maret 2024",27 Maret 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,9,"Merancang desain projek kelompok dan mempresentasikannya dengan kinerja kolaborasi, bermutu, dan terukur Date 3 April 2024",3 April 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,10,"Konsep demokrasi, ciri-ciri demokrasi dan implementasi demokrasi di Indonesia dan beberapa negara Date 10 April 2024",10 April 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,11,"Konsep Wawasan Nusantara dan Geopolitik, serta mampu mengimplementasikannya dalam kehidupan berbangsa dan bernegara Date 17 April 2024",17 April 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,12,Pengertian Ketahanan Nasional dan Geostrategi serta implementasinya dalam kehidupan berbangsa dan bernegara Date 24 April 2024,24 April 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,13,"Konsep gender, seks; serta implementasinya di Indonesia dan beberapa negara Date 1 Mei 2024 LK Project PKM",1 Mei 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,14,"Pengertian korupsi dan Pendidikan Antikorupsi, dan implementasinya dalam kehidupan berbangsa dan bernegara Date 8 Mei 2024",8 Mei 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,15,"Produk projek kelompok & mempresentasikannya dengan kinerja kolaborasi, bermutu, dan terukur Date 15 Mei 2024",15 Mei 2024
https://sindig.unesa.ac.id/course/7/1233/kewarganegaraan,Kewarganegaraan,PK109,16,"Melaksanakan penilaian sumatif dengan disiplin, bertanggungjawab, menjunjung tinggi nilai-nilai kejujuran Date 22 Mei 2024",22 Mei 2024
https://sindig.unesa.ac.id/course/3/997/literasi-digital,Literasi Digital,LD047,1,Konsep literasi digital dalam berbagai konteks penggunaan teknologi Date 5 Februari 2024 Materi 1,5 Februari 2024
https://sindig.unesa.ac.id/course/3/997/literasi-digital,Literasi Digital,LD047,2,Menganalisis sejarah perkembangan teknologi untuk mengidentifikasi faktor pendorong dan arah kemajuan di masa depan Date 12 Februari 2024 Materi 2 Panduan Infografis,12 Februari 2024
