Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength
Influence of lifestyle and country of origin on purchasing intention of South Korean beauty products: A study of female consumers in East Java,"Iriani, S.S.",1.0,57200565279,2020.0,2020-01-01,International Journal of Advanced Science and Technology,29,3,4814-4825,-,ISSN-20054238,21100829147.0,Journal,Science and Engineering Research Support Society,English,0.62,56,-,-,-,-,1.41,86.0,1.0,0.09,11.75,74.0,74.0,0.0,0.0,"Iriani, S.S. (2020).Influence of lifestyle and country of origin on purchasing intention of South Korean beauty products: A study of female consumers in East Java. International Journal of Advanced Science and Technology,29(3) 4814-4825",https://www.scopus.com/record/display.url?eid=2-s2.0-85082062381&origin=resultslist,-,Article,,2-s2.0-85082062381,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,-,-,57200565279,57200565279,Unknown country,1.0,1700| 2100| 2200,General Computer Science| General Energy| General Engineering,2,Engineering & Technology,221| 212| 249,Engineering - Electrical & Electronic| Computer Science & Information Systems| Engineering - Petroleum,38| 36,Computer Science| Engineering,46,Information And Computing Sciences,4606,Distributed computing and systems software,-,Influence of Brand Equity on Consumer Behavior,755,95.618,Consumer Perceptions of Country of Origin Effects,2501,96.825,Definitive
A Tree-Based Model for Predicting Student Achievement in Online Learning Environments,"Anistyasari, Y.| Hidayati, S.C.| Ekohariadi",3.0,53263227700| 55533725700| 57195553791,2024.0,2024-01-01,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",-,-,262-267,-,-,21101272904.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,1.72,10.0,1.0,0.72,1.39,50.0,38.0,0.0,0.0,"Anistyasari, Y., Hidayati, S.C., Ekohariadi (2024).A Tree-Based Model for Predicting Student Achievement in Online Learning Environments. 2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024,262-267",https://www.scopus.com/record/display.url?eid=2-s2.0-85217061367&origin=resultslist,10.1109/ICVEE63912.2024.10823659,Conference Paper,,2-s2.0-85217061367,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60105082| 60070707,Universitas Negeri Surabaya| Institut Teknologi Sepuluh Nopember,53263227700,57195553791,53263227700,-,Unknown country,1.0,1702| 1706| 1707| 1801| 2105| 2208| 3504,"Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Decision Sciences (miscellaneous)| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Oral Surgery",5| 2,Life Sciences & Medicine| Engineering & Technology,249| 514| 221| 212| 213,Engineering - Petroleum| Dentistry| Engineering - Electrical & Electronic| Computer Science & Information Systems| Data Science,34| 36| 38| 37,Medical and Health| Engineering| Computer Science| Physical Sciences,-,-,-,-,-,Social Media and Data-Driven Learning Insights,160,94.245,Challenges and Innovations in Online Learning During COVID-19,4657,99.742,Definitive
Web-Based Window Shopping: A Learning Model in High School's Mathematics Curriculum,"Effendi, M.M.| Rosyadi, A.A.P.| Fatihah, S.M.| Purnomo, H.| Abdullah, A.H.",5.0,59556742500| 57445197400| 58958526600| 57215677796| 55190399900,2024.0,2024-01-01,TEM Journal,13,1,213-220,-,ISSN-22178309,21100831441.0,Journal,UIKTEN - Association for Information Communication Technology Education and Science,English,0.51,63,2.2,49,0.242,66,2.2,65.0,1.0,0.18,5.54,50.0,62.0,0.0,0.0,"Effendi, M.M., Rosyadi, A.A.P., Fatihah, S.M. and 2 more (...) (2024).Web-Based Window Shopping: A Learning Model in High School's Mathematics Curriculum. TEM Journal,13(1) 213-220",https://www.scopus.com/record/display.url?eid=2-s2.0-85188818697&origin=resultslist,10.18421/TEM131-22,Article,Gold,2-s2.0-85188818697,-,Universiti Teknologi Malaysia| Universitas Muhammadiyah Malang| Universitas Negeri Surabaya,211007| 706401| 707254,Academic,3.0,60087597| 60105082| 60021005,Universitas Muhammadiyah Malang| Universitas Negeri Surabaya| Universiti Teknologi Malaysia,59556742500,55190399900,59556742500,-,Unknown country| Unknown country,2.0,1405| 1408| 1701| 1710| 1802| 3304,Management of Technology and Innovation| Strategy and Management| Computer Science (miscellaneous)| Information Systems| Information Systems and Management| Education,3| 2,Social Sciences & Management| Engineering & Technology,318| 308| 212,Education & Training| Business & Management Studies| Computer Science & Information Systems,37| 41| 35| 38,Physical Sciences| Education Studies| Business and Economics| Computer Science,35| 39| 51,"Commerce, Management, Tourism And Services| Education| Physical Sciences",5199| 3903| 3507,"Other physical sciences| Education systems| Strategy, management and organisational behaviour",SDG 4,Creative Thinking and Gifted Education Frameworks,987,77.959,Creativity and Problem Solving in Mathematics Education,20452,78.052,Definitive
"Selection of the Modulation, Distance, and Number of Hop Nodes Parameters to Determine the Minimum Energy in the Wireless Sensor Network","Rohman, M.| Baskoro, F.| Aribowo, W.| Nugroho, Y.S.| Nurdiansyah, A.P.| Ningrum, L.E.C.",6.0,57220057023| 57201862550| 57216862548| 57220055387| 57218399963| 57976985300,2022.0,2022-01-01,"2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding",-,-,118-123,-,-,21101121703.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,2.22,26.0,1.0,0.24,4.23,69.0,65.0,0.0,0.0,"Rohman, M., Baskoro, F., Aribowo, W. and 3 more (...) (2022).Selection of the Modulation, Distance, and Number of Hop Nodes Parameters to Determine the Minimum Energy in the Wireless Sensor Network. 2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding,118-123",https://www.scopus.com/record/display.url?eid=2-s2.0-85142432934&origin=resultslist,10.1109/ICVEE57061.2022.9930396,Conference Paper,,2-s2.0-85142432934,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60105082| 60070707,Universitas Negeri Surabaya| Institut Teknologi Sepuluh Nopember,57220057023,57976985300,-,-,Unknown country,1.0,1702| 1706| 1802| 2208| 3304,Artificial Intelligence| Computer Science Applications| Information Systems and Management| Electrical and Electronic Engineering| Education,2| 3,Engineering & Technology| Social Sciences & Management,212| 221| 249| 318| 213,Computer Science & Information Systems| Engineering - Electrical & Electronic| Engineering - Petroleum| Education & Training| Data Science,41| 37| 36| 38,Education Studies| Physical Sciences| Engineering| Computer Science,-,-,-,-,SDG 2,Energy-Efficient Wireless Sensor Network Innovations,46,78.483,Transmission Optimization for Sensor Network Longevity,89306,59.367,Defensible
The Effect of Learning Readiness and Prerequisite Courses on Project-Based Learning on Student Competencies in Working on Electrical Machine Repair Projects in The Post Covid-19 Transition Period,"Joko| Santoso, A.B.| Widayaka, P.D.",3.0,57201862664| 57523683300| 57209417564,2022.0,2022-01-01,"2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding",-,-,211-215,-,-,21101121703.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,1.28,15.0,1.0,0.24,4.23,69.0,65.0,0.0,0.0,"Joko, Santoso, A.B., Widayaka, P.D. (2022).The Effect of Learning Readiness and Prerequisite Courses on Project-Based Learning on Student Competencies in Working on Electrical Machine Repair Projects in The Post Covid-19 Transition Period. 2022 5th International Conference on Vocational Education and Electrical Engineering: The Future of Electrical Engineering, Informatics, and Educational Technology Through the Freedom of Study in the Post-Pandemic Era, ICVEE 2022 - Proceeding,211-215",https://www.scopus.com/record/display.url?eid=2-s2.0-85142451553&origin=resultslist,10.1109/ICVEE57061.2022.9930406,Conference Paper,,2-s2.0-85142451553,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57201862664,57209417564,-,-,Unknown country,1.0,1702| 1706| 1802| 2208| 3304,Artificial Intelligence| Computer Science Applications| Information Systems and Management| Electrical and Electronic Engineering| Education,2| 3,Engineering & Technology| Social Sciences & Management,212| 318| 213| 221| 249,Computer Science & Information Systems| Education & Training| Data Science| Engineering - Electrical & Electronic| Engineering - Petroleum,37| 38| 41| 36,Physical Sciences| Computer Science| Education Studies| Engineering,-,-,-,-,SDG 4,Innovative Approaches in Medical Education and Learning,968,61.543,Project-Based Learning in Engineering Education,12090,95.934,Very Good
Mathematical Analysis and Numerical Simulation on Free-Living Leptospira: A Mathematical Modeling Perspective,"Artiono, R.| Prawoto, B.P.| Savitri, D.| Maulana, D.A.| Hamdan, N.I.| Latif, N.S.A.| Hadi, N.A.",7.0,57212309179| 57194765739| 57192686927| 56638527400| 57202868012| 56080352900| 55232233300,2024.0,2024-07-01,European Journal of Pure and Applied Mathematics,17,3,1637-1658,-,ISSN-13075543,21100981084.0,Journal,New York Business Global,English,1.06,27,1.8,31,0.36,58,3.05,24.0,1.0,0.41,2.46,50.0,50.0,0.0,0.0,"Artiono, R., Prawoto, B.P., Savitri, D. and 4 more (...) (2024).Mathematical Analysis and Numerical Simulation on Free-Living Leptospira: A Mathematical Modeling Perspective. European Journal of Pure and Applied Mathematics,17(3) 1637-1658",https://www.scopus.com/record/display.url?eid=2-s2.0-85201077715&origin=resultslist,10.29020/nybg.ejpam.v17i3.5178,Article,Gold,2-s2.0-85201077715,-,Universitas Negeri Surabaya| Universiti Teknologi MARA,707254| 211008,Academic,2.0,60105082| 60004351,Universitas Negeri Surabaya| Universiti Teknologi MARA,57212309179,55232233300,57212309179,-,Unknown country| Unknown country,2.0,2602| 2604| 2608| 2612| 2613| 2614,Algebra and Number Theory| Applied Mathematics| Geometry and Topology| Numerical Analysis| Statistics and Probability| Theoretical Computer Science,2| 4,Engineering & Technology| Natural Sciences,344| 212| 213| 431,Statistics & Operational Research| Computer Science & Information Systems| Data Science| Mathematics,37,Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3| SDG 6,Zoonotic Tick-Borne Diseases and Host Interactions,82,74.362,Leptospira and the Global Challenge of Leptospirosis,423,96.144,Definitive
The Effectiveness of Case-Based STEM Integrated with Mobile Simulation to Foster Students’ Creative Thinking Skills,"Nurita, T.| Yuliati, L.| Mahdiannur, M.A.| Ilhami, F.B.",4.0,57196085795| 57195056467| 57205027077| 57217535161,2024.0,2024-04-09,International Journal of Interactive Mobile Technologies,18,7,97-106,-,ISSN-18657923,21100394784.0,Journal,International Federation of Engineering Education Societies (IFEES),English,0.91,35,5.3,32,0.413,53,3.51,65.0,1.0,0.14,7.08,50.0,65.0,0.0,0.0,"Nurita, T., Yuliati, L., Mahdiannur, M.A. and 1 more (...) (2024).The Effectiveness of Case-Based STEM Integrated with Mobile Simulation to Foster Students’ Creative Thinking Skills. International Journal of Interactive Mobile Technologies,18(7) 97-106",https://www.scopus.com/record/display.url?eid=2-s2.0-85191965231&origin=resultslist,10.3991/ijim.v18i07.48069,Article,Gold,2-s2.0-85191965231,-,State University of Malang| Universitas Negeri Surabaya,707256| 707254,Academic,2.0,60105082| 60104775,Universitas Negeri Surabaya| Universitas Negeri Malang,57196085795,57217535161,57196085795,-,Unknown country,1.0,1705| 1706,Computer Networks and Communications| Computer Science Applications,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46,Information And Computing Sciences,4601| 4606,Applied computing| Distributed computing and systems software,-,Integrating Science Education for Student Success,310,75.801,Interactive Simulations in Physics Education,19075,88.709,Definitive
Student worksheet development based on contextual and problem solving on microeconomic theory introductory subjects,"Fitrayati, D.| Prakoso, A.F.| Dewi, R.M.",3.0,57192691073| 57192695737| 57192699684,2016.0,2016-01-01,International Journal of Control Theory and Applications,9,34,141-157,-,ISSN-09745572,21100231630.0,Journal,Serials Publications,English,0.16,85,-,-,0.166,74,0.55,19.0,1.0,0.0,5.33,73.0,71.0,0.0,0.0,"Fitrayati, D., Prakoso, A.F., Dewi, R.M. (2016).Student worksheet development based on contextual and problem solving on microeconomic theory introductory subjects. International Journal of Control Theory and Applications,9(34) 141-157",https://www.scopus.com/record/display.url?eid=2-s2.0-85007415901&origin=resultslist,-,Article,,2-s2.0-85007415901,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57192691073,57192699684,-,-,Unknown country,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,51| 46| 40,Physical Sciences| Information And Computing Sciences| Engineering,4606| 5199| 4008,Distributed computing and systems software| Other physical sciences| Electrical engineering,-,Critical Thinking Skills in Student Learning Outcomes,1339,49.052,Enhancing Learning Outcomes through Innovative Models,1980,77.139,Definitive
Learners’ Readiness for Autonomy and Online Learning: EFL Teachers’ Beliefs and Practices,"Liu, Y.| Arifani, Y.| Hidayat, N.| Wijayatiningsih, T.D.| Koiri, M.",5.0,57224202551| 57205355473| 58516013300| 57199420940| 57205120290,2024.0,2024-01-01,Ubiquitous Learning,17,1,183-203,-,ISSN-18359795,21100236814.0,Journal,Common Ground Research Networks,English,0.29,80,0.7,80,0.159,86,0.71,16.0,1.0,0.22,4.5,50.0,60.0,0.0,0.0,"Liu, Y., Arifani, Y., Hidayat, N. and 2 more (...) (2024).Learners’ Readiness for Autonomy and Online Learning: EFL Teachers’ Beliefs and Practices. Ubiquitous Learning,17(1) 183-203",https://www.scopus.com/record/display.url?eid=2-s2.0-85196938676&origin=resultslist,10.18848/1835-9795/CGP/v17i01/183-203,Article,,2-s2.0-85196938676,-,Rajamangala University of Technology Krungthep| Universitas Negeri Surabaya| Muhammadiyah University of Surakarta,707743| 707254| 703472,Academic,3.0,60105229| 60104396| 128374205| 60105082,Rajamangala University of Technology Krungthep| Universitas Muhammadiyah Surakarta| Faculty of Language and Arts Education| Universitas Negeri Surabaya,57224202551,57205120290,57205355473,-,Unknown country| Unknown country,2.0,1700| 3304,General Computer Science| Education,2| 3,Engineering & Technology| Social Sciences & Management,318| 212,Education & Training| Computer Science & Information Systems,41| 38,Education Studies| Computer Science,52,Psychology,5201,Applied and developmental psychology,-,Integrating Language Learning and Cultural Competence,283,89.666,Promoting Learner Autonomy in Language Education,10940,85.782,Definitive
An Application of Weighted Similarity on Intuitionistic Fuzzy Soft Matrices in Medical Diagnostics,"Sulaiman, R.| Ahmad, A.G.| Sofro, A.| Yunianti, D.N.| Artiono, R.",5.0,55326808700| 58041337300| 57200365842| 57200364571| 57212309179,2022.0,2022-01-01,International Journal of Mathematics and Computer Science,17,3,1277-1286,-,ISSN-18140424,21100854726.0,Journal,"Badih/Ghusayni, Ed. & Pub.",English,0.72,48,1.2,49,0.287,61,1.3,16.0,1.0,0.16,6.07,69.0,71.0,0.0,0.0,"Sulaiman, R., Ahmad, A.G., Sofro, A. and 2 more (...) (2022).An Application of Weighted Similarity on Intuitionistic Fuzzy Soft Matrices in Medical Diagnostics. International Journal of Mathematics and Computer Science,17(3) 1277-1286",https://www.scopus.com/record/display.url?eid=2-s2.0-85130608150&origin=resultslist,-,Article,,2-s2.0-85130608150,-,Universiti Kebangsaan Malaysia| Universitas Negeri Surabaya,211003| 707254,Academic,2.0,60105082| 60001821,Universitas Negeri Surabaya| Universiti Kebangsaan Malaysia,55326808700,57212309179,55326808700,-,Unknown country| Unknown country,2.0,1701| 2602| 2604| 2605| 2607| 2611| 2612| 2613,Computer Science (miscellaneous)| Algebra and Number Theory| Applied Mathematics| Computational Mathematics| Discrete Mathematics and Combinatorics| Modeling and Simulation| Numerical Analysis| Statistics and Probability,2| 4,Engineering & Technology| Natural Sciences,431| 212| 213| 344,Mathematics| Computer Science & Information Systems| Data Science| Statistics & Operational Research,37| 38,Physical Sciences| Computer Science,49,Mathematical Sciences,4903,Numerical and computational mathematics,-,Fuzzy Logic Applications in Decision-Making Models,162,89.012,Fuzzy Sets in Decision-Making Frameworks,503,99.815,Definitive
The Effect of Academic Engagement and Self-Efficacy on Digital Literacy Learning Achievement,"Harimurti, R.| Basuki, I.| Wrahatnolo, T.| Dianawati, R.",4.0,57201859670| 57201352638| 57201351339| 57213604323,2024.0,2024-01-01,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",-,-,246-249,-,-,21101272904.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,2.75,16.0,1.0,0.72,1.39,50.0,38.0,0.0,0.0,"Harimurti, R., Basuki, I., Wrahatnolo, T. and 1 more (...) (2024).The Effect of Academic Engagement and Self-Efficacy on Digital Literacy Learning Achievement. 2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024,246-249",https://www.scopus.com/record/display.url?eid=2-s2.0-85217007505&origin=resultslist,10.1109/ICVEE63912.2024.10823744,Conference Paper,,2-s2.0-85217007505,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57201859670,57213604323,57201859670,-,Unknown country,1.0,1702| 1706| 1707| 1801| 2105| 2208| 3504,"Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Decision Sciences (miscellaneous)| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Oral Surgery",5| 2,Life Sciences & Medicine| Engineering & Technology,212| 249| 221| 213| 514,Computer Science & Information Systems| Engineering - Petroleum| Engineering - Electrical & Electronic| Data Science| Dentistry,37| 38| 34| 36,Physical Sciences| Computer Science| Medical and Health| Engineering,-,-,-,-,SDG 4,Inclusive Education for Children with Disabilities,796,74.035,Student Engagement and Academic Performance in Education,3048,98.893,Definitive
The development of training model based on theory of planned behavior and willingness to behave higienic practices for the food handler at foodcourt baseball in Unesa Surabaya,"Handajani, S.| Suryanto| Keman, S.",3.0,56076576400| 57200603501| 6506391097,2015.0,2015-01-01,"International Journal on Advanced Science, Engineering and Information Technology",5,5,313-319,-,ISSN-20885334,21100463068.0,Journal,Insight Society,English,-,-,-,-,-,-,1.55,53.0,1.0,0.0,4.65,72.0,70.0,0.0,0.0,"Handajani, S., Suryanto, Keman, S. (2015).The development of training model based on theory of planned behavior and willingness to behave higienic practices for the food handler at foodcourt baseball in Unesa Surabaya. International Journal on Advanced Science, Engineering and Information Technology,5(5) 313-319",https://www.scopus.com/record/display.url?eid=2-s2.0-84969849797&origin=resultslist,10.18517/ijaseit.5.5.564,Article,Hybrid gold,2-s2.0-84969849797,-,Universitas Airlangga| Universitas Negeri Surabaya,700646| 707254,Academic,2.0,60105082| 60069383,Universitas Negeri Surabaya| Universitas Airlangga,56076576400,6506391097,-,-,Unknown country,1.0,1100| 1700| 2200,General Agricultural and Biological Sciences| General Computer Science| General Engineering,5| 2,Life Sciences & Medicine| Engineering & Technology,212| 502,Computer Science & Information Systems| Agriculture & Forestry,38| 36| 32,Computer Science| Engineering| Life Sciences,40| 46,Engineering| Information And Computing Sciences,-,-,SDG 4,Food Safety Challenges with Listeria and Clostridium,786,56.573,Food Safety Practices and Cultural Impacts,7751,93.298,Defensible
Reducing the Error Mapping of the Students’ Performance Using Feature Selection,"Yamasari, Y.| Rochmawati, N.| Qoiriah, A.| Suyatno, D.F.| Ahmad, T.",5.0,57193733535| 57195258934| 57201351214| 57203959165| 35241970700,2021.0,2021-01-01,Advances in Intelligent Systems and Computing,1383,-,176-185,-,ISSN-21945357,5100152904.0,Book Series,Springer Science and Business Media Deutschland GmbH,English,0.31,77,-,-,0.215,76,0.96,20.0,1.0,0.0,3.93,72.0,79.0,0.0,0.0,"Yamasari, Y., Rochmawati, N., Qoiriah, A. and 2 more (...) (2021).Reducing the Error Mapping of the Students’ Performance Using Feature Selection. Advances in Intelligent Systems and Computing,1383176-185",https://www.scopus.com/record/display.url?eid=2-s2.0-85105881922&origin=resultslist,10.1007/978-3-030-73689-7_18,Conference Paper,,2-s2.0-85105881922,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60105082| 60070707,Universitas Negeri Surabaya| Institut Teknologi Sepuluh Nopember,57193733535,35241970700,57193733535,-,Unknown country,1.0,1700| 2207,General Computer Science| Control and Systems Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,36| 38,Engineering| Computer Science,51| 46| 40,Physical Sciences| Information And Computing Sciences| Engineering,4606| 4017| 5199,Distributed computing and systems software| Mechanical engineering| Other physical sciences,-,Social Media and Data-Driven Learning Insights,160,94.245,Harnessing Data Mining for Student Performance Insights,1704,99.65,Very Good
Schizophrenia Detection Based on Electroencephalogram Using Support Vector Machine,"Laksono, I.K.| Imah, E.M.",2.0,57280278900| 54973804500,2021.0,2021-08-02,"8th International Conference on ICT for Smart Society: Digital Twin for Smart Society, ICISS 2021 - Proceeding",-,-,-,-,-,21101060539.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,2.57,37.0,1.0,0.29,3.48,72.0,61.0,0.0,0.0,"Laksono, I.K., Imah, E.M. (2021).Schizophrenia Detection Based on Electroencephalogram Using Support Vector Machine. 8th International Conference on ICT for Smart Society: Digital Twin for Smart Society, ICISS 2021 - Proceeding,",https://www.scopus.com/record/display.url?eid=2-s2.0-85116096268&origin=resultslist,10.1109/ICISS53185.2021.9533200,Conference Paper,,2-s2.0-85116096268,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57280278900,54973804500,-,-,Unknown country,1.0,1702| 1705| 1706| 1802| 3304| 3322,Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Information Systems and Management| Education| Urban Studies,2| 3,Engineering & Technology| Social Sciences & Management,212| 213| 106| 318,Computer Science & Information Systems| Data Science| Architecture| Education & Training,38| 37| 41| 40,Computer Science| Physical Sciences| Education Studies| Social Sciences,46| 35| 51,"Information And Computing Sciences| Commerce, Management, Tourism And Services| Physical Sciences",4606| 5199| 3503,Distributed computing and systems software| Other physical sciences| Business systems in context,-,Brain-Computer Interface Technologies,476,90.255,Electroencephalography in Schizophrenia Diagnosis and Classification,84071,92.459,Defensible
The Intelligent Decision System Based on Hybrid Decision Tree to Determine The Level of Lecturer Performance,"Buditjahjanto, I.G.P.A.| Pratama, A.| Samani, M.",3.0,35728306600| 58953693700| 57201349532,2024.0,2024-01-01,International Journal of Advances in Soft Computing and its Applications,16,1,219-232,-,ISSN-20748523,21100201505.0,Journal,Al-Zaytoonah University of Jordan,English,1.14,23,4,44,0.369,62,1.99,38.0,1.0,0.14,7.3,50.0,65.0,0.0,0.0,"Buditjahjanto, I.G.P.A., Pratama, A., Samani, M. (2024).The Intelligent Decision System Based on Hybrid Decision Tree to Determine The Level of Lecturer Performance. International Journal of Advances in Soft Computing and its Applications,16(1) 219-232",https://www.scopus.com/record/display.url?eid=2-s2.0-85188506401&origin=resultslist,10.15849/IJASCA.240330.13,Article,Bronze,2-s2.0-85188506401,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,35728306600,57201349532,35728306600,-,Unknown country,1.0,1706,Computer Science Applications,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46,Information And Computing Sciences,-,-,-,Integration of Gene Expression and Protein Interaction Networks,501,94.506,Gene Expression and Comorbidity Insights in Disease Pathways,85615,63.22,Definitive
Tuweb and Tuton: Two Platforms Combination in Distance Education during Covid-19,"Suprapto, N.",1.0,57163917500,2022.0,2022-11-01,TEM Journal,11,4,1709-1716,-,ISSN-22178309,21100831441.0,Journal,UIKTEN - Association for Information Communication Technology Education and Science,English,0.6,57,1.9,50,0.231,67,0.83,32.0,1.0,0.08,12.92,69.0,77.0,0.0,0.0,"Suprapto, N. (2022).Tuweb and Tuton: Two Platforms Combination in Distance Education during Covid-19. TEM Journal,11(4) 1709-1716",https://www.scopus.com/record/display.url?eid=2-s2.0-85143752466&origin=resultslist,10.18421/TEM114-36,Article,Gold,2-s2.0-85143752466,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,-,-,57163917500,57163917500,Unknown country,1.0,1405| 1408| 1701| 1710| 1802| 3304,Management of Technology and Innovation| Strategy and Management| Computer Science (miscellaneous)| Information Systems| Information Systems and Management| Education,2| 3,Engineering & Technology| Social Sciences & Management,308| 212| 318,Business & Management Studies| Computer Science & Information Systems| Education & Training,38| 37| 41| 35,Computer Science| Physical Sciences| Education Studies| Business and Economics,51| 39| 35,"Physical Sciences| Education| Commerce, Management, Tourism And Services",5199| 3903| 3507,"Other physical sciences| Education systems| Strategy, management and organisational behaviour",SDG 3| SDG 4,Mathematics Education and Teacher Development Insights,472,69.065,GeoGebra's Influence on Mathematics Education,18219,81.905,Defensible
