Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength
Probabilistic-based Text Clustering for Optimizing Mental Health Issues Extraction on Social Media,"Yustanti, W.| Utami, A.W.| Palupi, G.S.| Nautika, P.S.",4.0,57200569216| 57523626600| 57728659500| 59544653700,2024.0,2024-01-01,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",-,-,70-75,-,-,21101272904.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,1.37,8.0,0.0,0.0,1.39,66.0,66.0,0.0,0.0,"Yustanti, W., Utami, A.W., Palupi, G.S. and 1 more (...) (2024).Probabilistic-based Text Clustering for Optimizing Mental Health Issues Extraction on Social Media. 2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024,70-75",https://www.scopus.com/record/display.url?eid=2-s2.0-85217042938&origin=resultslist,10.1109/ICVEE63912.2024.10823692,Conference Paper,,2-s2.0-85217042938,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57200569216,59544653700,57200569216,-,Unknown country,1.0,1702| 1706| 1707| 1801| 2105| 2208| 3504,"Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Decision Sciences (miscellaneous)| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Oral Surgery",2| 5,Engineering & Technology| Life Sciences & Medicine,212| 221| 249| 213| 514,Computer Science & Information Systems| Engineering - Electrical & Electronic| Engineering - Petroleum| Data Science| Dentistry,36| 37| 34| 38,Engineering| Physical Sciences| Medical and Health| Computer Science,-,-,-,-,SDG 3,Community Support and Mental Health Integration,706,60.562,Media Representations of Mental Health Stigma,43061,79.676,Definitive
Voltage Control of DC Microgrid using Arctic Puffin Optimization Algorithm for Tuning of Sliding Mode Control Gain,"Firmansyah, R.| Jumiyatun| Widayaka, P.D.| Fahrezy, M.R.| Saputra, P.P.S.| Septian, D.",6.0,57201854963| 57214729434| 57209417564| 59543933800| 57210972475| 59544074100,2024.0,2024-01-01,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",-,-,279-282,-,-,21101272904.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,0.52,3.0,0.0,0.0,1.39,66.0,66.0,0.0,0.0,"Firmansyah, R., Jumiyatun, Widayaka, P.D. and 3 more (...) (2024).Voltage Control of DC Microgrid using Arctic Puffin Optimization Algorithm for Tuning of Sliding Mode Control Gain. 2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024,279-282",https://www.scopus.com/record/display.url?eid=2-s2.0-85217010817&origin=resultslist,10.1109/ICVEE63912.2024.10823965,Conference Paper,,2-s2.0-85217010817,-,Universitas Negeri Surabaya| Tadulako University,707254| 717497,Academic,2.0,60105082| 60103784| 60278667,Universitas Negeri Surabaya| Universitas Tadulako| Universitas Muhammadiyah Gresik,57201854963,59544074100,57201854963,-,Unknown country,1.0,1702| 1706| 1707| 1801| 2105| 2208| 3504,"Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Decision Sciences (miscellaneous)| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Oral Surgery",2| 5,Engineering & Technology| Life Sciences & Medicine,221| 514| 213| 249| 212,Engineering - Electrical & Electronic| Dentistry| Data Science| Engineering - Petroleum| Computer Science & Information Systems,38| 37| 36| 34,Computer Science| Physical Sciences| Engineering| Medical and Health,-,-,-,-,-,Control Strategies for Renewable Energy Systems,280,90.19,Innovative Control Strategies for DC Microgrids,4124,98.769,Definitive
Learning Analytics on YouTube Video Learning Content Using Clustering Method,"Bachtiar, F.A.| Rokhmawati, R.I.| Mar'i, F.| Istyadi, J.E.| Cornelia, L.| Tarigan, M.T.F.",6.0,55014363300| 57203193896| 57208593104| 59544519300| 59544099500| 59544380000,2024.0,2024-01-01,"2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024",-,-,163-168,-,-,21101272904.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,1.55,9.0,0.0,0.0,1.39,66.0,66.0,0.0,0.0,"Bachtiar, F.A., Rokhmawati, R.I., Mar'i, F. and 3 more (...) (2024).Learning Analytics on YouTube Video Learning Content Using Clustering Method. 2024 7th International Conference on Vocational Education and Electrical Engineering: Charting the Course of Artificial Technology in Sustainable Society, ICVEE 2024,163-168",https://www.scopus.com/record/display.url?eid=2-s2.0-85217017626&origin=resultslist,10.1109/ICVEE63912.2024.10824047,Conference Paper,,2-s2.0-85217017626,-,Brawijaya University| Universitas Negeri Surabaya,701284| 707254,Academic,2.0,60069392| 60105082,Brawijaya University| Universitas Negeri Surabaya,55014363300,59544380000,55014363300,-,Unknown country,1.0,1702| 1706| 1707| 1801| 2105| 2208| 3504,"Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Decision Sciences (miscellaneous)| Renewable Energy, Sustainability and the Environment| Electrical and Electronic Engineering| Oral Surgery",2| 5,Engineering & Technology| Life Sciences & Medicine,212| 213| 514| 249| 221,Computer Science & Information Systems| Data Science| Dentistry| Engineering - Petroleum| Engineering - Electrical & Electronic,38| 34| 36| 37,Computer Science| Medical and Health| Engineering| Physical Sciences,-,-,-,-,-,Machine Learning Techniques in Sentiment Analysis,5,99.738,Sentiment Dynamics in Social Media Engagement,56987,81.953,Definitive
Potential of the flavonoid compounds of Ageratum conyzoides as candidates for the treatment of foot-mouth-diseases (FMD) in livestock animals: a bioinformatics approach,"Nugroho, E.D.| Sururi, A.M.| Ardiansyah, R.| Rahayu, D.A.| Ainiyah, R.| Fathurrohman, A.| Ahwan, Z.| Dayat, M.| Wibisono, M.| Aji, F.R.| Kasiman",11.0,57202467937| 59925035300| 57991872500| 57214115527| 58167557200| 57216620497| 57216618942| 59205463700| 59206253300| 59205859400| 59205859500,2024.0,2024-01-01,International Journal of Computational Biology and Drug Design,16,1,1-18,-,ISSN-17560756,19600161802.0,Journal,Inderscience Publishers,English,0.14,90,1,82,0.197,85,1.35,20.0,0.0,0.0,5.79,66.0,66.0,0.0,0.0,"Nugroho, E.D., Sururi, A.M., Ardiansyah, R. and 8 more (...) (2024).Potential of the flavonoid compounds of Ageratum conyzoides as candidates for the treatment of foot-mouth-diseases (FMD) in livestock animals: a bioinformatics approach. International Journal of Computational Biology and Drug Design,16(1) 1-18",https://www.scopus.com/record/display.url?eid=2-s2.0-85197609294&origin=resultslist,10.1504/IJCBDD.2024.139470,Article,,2-s2.0-85197609294,-,Universitas Negeri Surabaya,707254,Academic,1.0,129099444| 60105082| 124236156| 131425510| 131425369,Institut Teknologi dan Sains Nahdlatul Ulama Pasuruan| Universitas Negeri Surabaya| Universitas Yudharta Pasuruan| CV. Eksis Mandiri Nusantara| PT. Tirta Investama Pabrik Pandaan,57202467937,59205859500,57202467937,-,Unknown country,1.0,1706| 3002,Computer Science Applications| Drug Discovery,2| 5,Engineering & Technology| Life Sciences & Medicine,537| 213| 212,Pharmacy & Pharmacology| Data Science| Computer Science & Information Systems,38| 34,Computer Science| Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3214| 3102,Pharmacology and pharmaceutical sciences| Bioinformatics and computational biology,-,Antioxidant and Antimicrobial Properties of Essential Oils,275,87.901,Ageratum Conyzoides: Plant Extracts and Therapeutic Potential,50917,55.41,Definitive
Strengthening Adaptive Capability and Networking Capability to Enhance Innovation and Business Performance of Small and Medium Enterprises (SMEs) in Indonesia,"Indarwati, T.A.| Andjarwati, A.L.| Dhenabayu, R.| Sanaji",4.0,57204907141| 59512869600| 58679642300| 57205619105,2024.0,2024-01-01,"2024 International Conference on Decision Aid Sciences and Applications, DASA 2024",-,-,-,-,-,21101273200.0,Conference Proceeding,Institute of Electrical and Electronics Engineers Inc.,English,-,-,-,-,-,-,4.08,23.0,0.0,0.0,1.23,66.0,66.0,0.0,0.0,"Indarwati, T.A., Andjarwati, A.L., Dhenabayu, R. and 1 more (...) (2024).Strengthening Adaptive Capability and Networking Capability to Enhance Innovation and Business Performance of Small and Medium Enterprises (SMEs) in Indonesia. 2024 International Conference on Decision Aid Sciences and Applications, DASA 2024,",https://www.scopus.com/record/display.url?eid=2-s2.0-85217192177&origin=resultslist,10.1109/DASA63652.2024.10836519,Conference Paper,,2-s2.0-85217192177,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57204907141,57205619105,-,-,Unknown country,1.0,1702| 1705| 1706| 1708| 1801| 1802| 2606,Artificial Intelligence| Computer Networks and Communications| Computer Science Applications| Hardware and Architecture| Decision Sciences (miscellaneous)| Information Systems and Management| Control and Optimization,2| 4,Engineering & Technology| Natural Sciences,431| 212| 213,Mathematics| Computer Science & Information Systems| Data Science,38| 37,Computer Science| Physical Sciences,-,-,-,-,-,Transformative Business Models in Digital Innovation,47,98.365,Market Orientation and Firm Performance Dynamics,1650,98.486,Definitive
Barber Optimization Algorithm: A New Human-Based Approach for Solving Optimization Problems,"Hamadneh, T.| Batiha, B.| Alsayyed, O.| Aribowo, W.| Montazeri, Z.| Dehghani, M.| Werner, F.| Ali, H.| Jawad, R.K.| Ibraheem, I.K.| Eguchi, K.",11.0,56879088500| 15047579500| 26427574800| 57216862548| 57202726922| 58254808600| 7102647088| 59831293400| 59455664100| 55386648000| 57218502139,2025.0,2025-01-01,"Computers, Materials and Continua",83,2,2677-2718,-,ISSN-15462218,24364.0,Journal,Tech Science Press,English,-,50,-,14,-,47,4.88,35.0,20.0,11.08,1.81,1.0,2.0,0.0,0.0,"Hamadneh, T., Batiha, B., Alsayyed, O. and 8 more (...) (2025).Barber Optimization Algorithm: A New Human-Based Approach for Solving Optimization Problems. Computers, Materials and Continua,83(2) 2677-2718",https://www.scopus.com/record/display.url?eid=2-s2.0-105003392689&origin=resultslist,10.32604/cmc.2025.064087,Article,Gold,2-s2.0-105003392689,-,Shiraz University of Technology| Jadara University| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Fukuoka Institute of Technology| Otto von Guericke University Magdeburg| Al-Zaytoonah University of Jordan| Universitas Negeri Surabaya,704881| 720576| 725066| 405002| 720671| 412001| 208209| 309044| 706790| 707254,Academic,10.0,60067411| 60139033| 60044088| 60105082| 60072431| 60018362| 60194963| 60109596| 60071147| 60009108,Al-Zaytoonah University of Jordan| Jadara University| Hashemite University| Universitas Negeri Surabaya| Shiraz University of Technology| Otto-von-Guericke-Universität Magdeburg| Uruk University| Al Rasheed University College| University of Baghdad| Fukuoka Institute of Technology,56879088500,57218502139,58254808600| 7102647088,-,Indonesia| Iraq| Japan| Jordan| Germany| Iran,6.0,1706| 2208| 2211| 2502| 2611,Computer Science Applications| Electrical and Electronic Engineering| Mechanics of Materials| Biomaterials| Modeling and Simulation,4| 2,Natural Sciences| Engineering & Technology,431| 249| 213| 221| 222| 212| 433,Mathematics| Engineering - Petroleum| Data Science| Engineering - Electrical & Electronic| Engineering - Mechanical| Computer Science & Information Systems| Materials Science,37| 38| 36,Physical Sciences| Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
Builder Optimization Algorithm: An Effective Human-Inspired Metaheuristic Approach for Solving Optimization Problems,"Hamadneh, T.| Batiha, B.| Gharib, G.M.| Montazeri, Z.| Dehghani, M.| Aribowo, W.| Noori, H.M.| Jawad, R.K.| Ahmed, M.A.| Ibraheem, I.K.| Eguchi, K.",11.0,56879088500| 15047579500| 25641169100| 57202726922| 58254808600| 57216862548| 57984968900| 59455664100| 59235593500| 55386648000| 57218502139,2025.0,2025-01-01,International Journal of Intelligent Engineering and Systems,18,3,928-937,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,-,62,-,40,-,56,2.27,21.0,16.0,12.1,1.32,1.0,1.0,0.0,0.0,"Hamadneh, T., Batiha, B., Gharib, G.M. and 8 more (...) (2025).Builder Optimization Algorithm: An Effective Human-Inspired Metaheuristic Approach for Solving Optimization Problems. International Journal of Intelligent Engineering and Systems,18(3) 928-937",https://www.scopus.com/record/display.url?eid=2-s2.0-105000903322&origin=resultslist,10.22266/ijies2025.0430.62,Article,Bronze,2-s2.0-105000903322,-,Shiraz University of Technology| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Fukuoka Institute of Technology| Al-Farahidi University| Al-Zaytoonah University of Jordan| Universitas Negeri Surabaya| Zarqa University,704881| 725066| 405002| 720671| 412001| 208209| 722116| 706790| 707254| 708652,Academic,10.0,60067411| 60044088| 60042753| 60072431| 60105082| 60194963| 60109596| 60158066| 60071147| 60009108,Al-Zaytoonah University of Jordan| Hashemite University| Zarqa University| Shiraz University of Technology| Universitas Negeri Surabaya| Uruk University| Al Rasheed University College| Al-Farahidi University| University of Baghdad| Fukuoka Institute of Technology,56879088500,57218502139,58254808600,-,Indonesia| Iraq| Japan| Jordan| Iran,5.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
Makeup Artist Optimization Algorithm: A Novel Approach for Engineering Design Challenges,"Hamadneh, T.| Batiha, B.| Gharib, G.M.| Montazeri, Z.| Dehghani, M.| Aribowo, W.| Majeed, M.A.| Ahmed, M.A.| Jawad, R.K.| Ibraheem, I.K.| Eguchi, K.",11.0,56879088500| 15047579500| 25641169100| 57202726922| 58254808600| 57216862548| 59453611900| 59235593500| 59455664100| 55386648000| 57218502139,2025.0,2025-01-01,International Journal of Intelligent Engineering and Systems,18,3,484-493,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,-,62,-,40,-,56,3.46,32.0,14.0,10.58,1.32,2.0,2.0,0.0,0.0,"Hamadneh, T., Batiha, B., Gharib, G.M. and 8 more (...) (2025).Makeup Artist Optimization Algorithm: A Novel Approach for Engineering Design Challenges. International Journal of Intelligent Engineering and Systems,18(3) 484-493",https://www.scopus.com/record/display.url?eid=2-s2.0-105001021505&origin=resultslist,10.22266/ijies2025.0430.33,Article,Bronze,2-s2.0-105001021505,-,Shiraz University of Technology| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Fukuoka Institute of Technology| Al-Farahidi University| Al-Zaytoonah University of Jordan| Universitas Negeri Surabaya| Zarqa University,704881| 725066| 405002| 720671| 412001| 208209| 722116| 706790| 707254| 708652,Academic,10.0,60067411| 60044088| 60042753| 60072431| 60105082| 60194963| 60158066| 60109596| 60071147| 60009108,Al-Zaytoonah University of Jordan| Hashemite University| Zarqa University| Shiraz University of Technology| Universitas Negeri Surabaya| Uruk University| Al-Farahidi University| Al Rasheed University College| University of Baghdad| Fukuoka Institute of Technology,56879088500,57218502139,58254808600,-,Indonesia| Iraq| Japan| Jordan| Iran,5.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,46| 40,Information And Computing Sciences| Engineering,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
Revolution Optimization Algorithm: A New Human-based Metaheuristic Algorithm for Solving Optimization Problems,"Hamadneh, T.| Batiha, B.| Gharib, G.M.| Montazeri, Z.| Dehghani, M.| Aribowo, W.| Noori, H.M.| Jawad, R.K.| Ibraheem, I.K.| Eguchi, K.",10.0,56879088500| 15047579500| 25641169100| 57202726922| 58254808600| 57216862548| 57984968900| 59455664100| 55386648000| 57218502139,2025.0,2025-01-01,International Journal of Intelligent Engineering and Systems,18,2,520-531,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,-,62,-,40,-,56,4.11,38.0,13.0,9.83,1.32,2.0,2.0,0.0,0.0,"Hamadneh, T., Batiha, B., Gharib, G.M. and 7 more (...) (2025).Revolution Optimization Algorithm: A New Human-based Metaheuristic Algorithm for Solving Optimization Problems. International Journal of Intelligent Engineering and Systems,18(2) 520-531",https://www.scopus.com/record/display.url?eid=2-s2.0-86000290043&origin=resultslist,10.22266/IJIES2025.0331.38,Article,Bronze,2-s2.0-86000290043,-,Shiraz University of Technology| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Fukuoka Institute of Technology| Al-Zaytoonah University of Jordan| Universitas Negeri Surabaya| Zarqa University,704881| 725066| 405002| 720671| 412001| 208209| 706790| 707254| 708652,Academic,9.0,60067411| 60044088| 60042753| 60072431| 60105082| 60194963| 60109596| 60071147| 60009108,Al-Zaytoonah University of Jordan| Hashemite University| Zarqa University| Shiraz University of Technology| Universitas Negeri Surabaya| Uruk University| Al Rasheed University College| University of Baghdad| Fukuoka Institute of Technology,56879088500,57218502139,58254808600,-,Indonesia| Iraq| Japan| Jordan| Iran,5.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
Perfumer Optimization Algorithm: A Novel Human-Inspired Metaheuristic for Solving Optimization Tasks,"Hamadneh, T.| Batiha, B.| Gharib, G.M.| Montazeri, Z.| Dehghani, M.| Aribowo, W.| Zalzala, A.M.| Jawad, R.K.| Ahmed, M.A.| Ibraheem, I.K.| Eguchi, K.",11.0,56879088500| 15047579500| 25641169100| 57202726922| 58254808600| 57216862548| 7003826898| 59455664100| 59235593500| 55386648000| 57218502139,2025.0,2025-01-01,International Journal of Intelligent Engineering and Systems,18,4,633-643,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,-,62,-,40,-,56,3.03,28.0,11.0,8.32,1.32,2.0,2.0,0.0,0.0,"Hamadneh, T., Batiha, B., Gharib, G.M. and 8 more (...) (2025).Perfumer Optimization Algorithm: A Novel Human-Inspired Metaheuristic for Solving Optimization Tasks. International Journal of Intelligent Engineering and Systems,18(4) 633-643",https://www.scopus.com/record/display.url?eid=2-s2.0-105003471483&origin=resultslist,10.22266/ijies2025.0531.41,Article,Bronze,2-s2.0-105003471483,-,Shiraz University of Technology| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Al-Farahidi University| Fukuoka Institute of Technology| Al-Zaytoonah University of Jordan| Universitas Negeri Surabaya| Zarqa University,704881| 725066| 405002| 720671| 412001| 722116| 208209| 706790| 707254| 708652,Academic,10.0,60067411| 60044088| 60042753| 60072431| 60105082| 60194963| 60109596| 60158066| 60071147| 60009108,Al-Zaytoonah University of Jordan| Hashemite University| Zarqa University| Shiraz University of Technology| Universitas Negeri Surabaya| Uruk University| Al Rasheed University College| Al-Farahidi University| University of Baghdad| Fukuoka Institute of Technology,56879088500,57218502139,58254808600,-,Indonesia| Iraq| Japan| Jordan| Iran,5.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
Paper Publishing Based Optimization: A New Human-Based Metaheuristic Approach for Solving Optimization Tasks,"Hamadneh, T.| Batiha, B.| Gharib, G.M.| Montazeri, Z.| Dehghani, M.| Aribowo, W.| Dhiman, G.| Monadhel, H.| Jawad, R.K.| Ibraheem, I.K.| Eguchi, K.",11.0,56879088500| 15047579500| 25641169100| 57202726922| 58254808600| 57216862548| 23049229800| 59146630700| 59455664100| 55386648000| 57218502139,2025.0,2025-01-01,International Journal of Intelligent Engineering and Systems,18,2,504-519,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,-,62,-,40,-,56,6.6,61.0,10.0,7.56,1.32,2.0,3.0,0.0,0.0,"Hamadneh, T., Batiha, B., Gharib, G.M. and 8 more (...) (2025).Paper Publishing Based Optimization: A New Human-Based Metaheuristic Approach for Solving Optimization Tasks. International Journal of Intelligent Engineering and Systems,18(2) 504-519",https://www.scopus.com/record/display.url?eid=2-s2.0-86000316794&origin=resultslist,10.22266/IJIES2025.0331.37,Article,Bronze,2-s2.0-86000316794,-,Shiraz University of Technology| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Fukuoka Institute of Technology| Graphic Era| Al-Zaytoonah University of Jordan| Chitkara University| Universitas Negeri Surabaya| Lovely Professional University| Zarqa University,704881| 725066| 405002| 720671| 412001| 208209| 714320| 706790| 715239| 707254| 717043| 708652,Academic,12.0,60067411| 60044088| 60042753| 60072431| 60105082| 60113205| 60103785| 60094571| 60194963| 60109596| 60071147| 60009108,"Al-Zaytoonah University of Jordan| Hashemite University| Zarqa University| Shiraz University of Technology| Universitas Negeri Surabaya| Chitkara University, Punjab| Graphic Era Deemed to be University| Lovely Professional University| Uruk University| Al Rasheed University College| University of Baghdad| Fukuoka Institute of Technology",56879088500,57218502139,58254808600,-,Indonesia| India| Iraq| Japan| Jordan| Iran,6.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,46| 40,Information And Computing Sciences| Engineering,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
Candle Flame Optimization: A Physics-Based Metaheuristic for Global Optimization,"Hamadneh, T.| Batiha, B.| Gharib, G.M.| Montazeri, Z.| Dehghani, M.| Aribowo, W.| Abdalhussein, E.| Jawad, R.K.| AL-Salih, A.A.M.M.| Ahmed, M.A.| Ibraheem, I.K.| Eguchi, K.",12.0,56879088500| 15047579500| 25641169100| 57202726922| 58254808600| 57216862548| 58872286700| 59455664100| 35177226900| 59235593500| 55386648000| 57218502139,2025.0,2025-01-01,International Journal of Intelligent Engineering and Systems,18,4,826-837,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,-,62,-,40,-,56,2.49,23.0,8.0,6.05,1.32,3.0,4.0,0.0,0.0,"Hamadneh, T., Batiha, B., Gharib, G.M. and 9 more (...) (2025).Candle Flame Optimization: A Physics-Based Metaheuristic for Global Optimization. International Journal of Intelligent Engineering and Systems,18(4) 826-837",https://www.scopus.com/record/display.url?eid=2-s2.0-105003475556&origin=resultslist,10.22266/ijies2025.0531.53,Article,Bronze,2-s2.0-105003475556,-,Shiraz University of Technology| Al Rasheed University College| Hashemite University| Uruk University| University of Baghdad| Al-Farahidi University| Fukuoka Institute of Technology| Al-Nukhba University College| Al-Zaytoonah University of Jordan| Universitas Negeri Surabaya| Zarqa University,704881| 725066| 405002| 720671| 412001| 722116| 208209| 725071| 706790| 707254| 708652,Academic,11.0,60067411| 60044088| 60042753| 60072431| 60105082| 60194963| 60109596| 60275279| 60158066| 60071147| 60009108,Al-Zaytoonah University of Jordan| Hashemite University| Zarqa University| Shiraz University of Technology| Universitas Negeri Surabaya| Uruk University| Al Rasheed University College| Alnukhba University College| Al-Farahidi University| University of Baghdad| Fukuoka Institute of Technology,56879088500,57218502139,58254808600,-,Indonesia| Iraq| Japan| Jordan| Iran,5.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,46| 40,Information And Computing Sciences| Engineering,-,-,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Metaheuristic Algorithms for Optimization Challenges,1746,99.942,Definitive
The Role of Artificial Intelligence in Early Tumor Detection: An XGBoost Risk Assessment Model for Egyptian Patients,"Mzili, T.| Mzili, M.| Bouderba, S.I.| Abatal, A.| Aribowo, W.| Oughannou, Z.",6.0,57796397700| 59288173300| 57207768499| 57202576194| 57216862548| 57215416057,2025.0,2025-12-15,Mesopotamian Journal of Artificial Intelligence in Healthcare,2025,-,85-92,-,ISSN-3005365X,21101344617.0,Journal,Mesopotamian Academic Press,English,-,-,-,-,-,-,0.0,0.0,6.0,3.54,1.69,5.0,8.0,0.0,0.0,"Mzili, T., Mzili, M., Bouderba, S.I. and 3 more (...) (2025).The Role of Artificial Intelligence in Early Tumor Detection: An XGBoost Risk Assessment Model for Egyptian Patients. Mesopotamian Journal of Artificial Intelligence in Healthcare,202585-92",https://www.scopus.com/record/display.url?eid=2-s2.0-105026155855&origin=resultslist,10.58496/MJAIH/2025/008,Article,Gold,2-s2.0-105026155855,-,Chouaib Doukkali University| Cadi Ayyad University| Ibn Zohr University| Universitas Negeri Surabaya,702166| 108001| 702165| 707254,Academic,4.0,60028635| 60011648| 60002714| 60105082| 60014669,Université Chouaib Doukkali| Faculté des Sciences d'El Jadida| Cadi Ayyad University| Universitas Negeri Surabaya| Université Ibn Zohr,57796397700,57215416057,57796397700,-,Indonesia| Morocco,2.0,1702| 1706| 1707| 1711,Artificial Intelligence| Computer Science Applications| Computer Vision and Pattern Recognition| Signal Processing,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,-,-,-,-,-,"Image Segmentation, Deep Neural Networks and Object Detection",0,100,Innovative Approaches in Brain Tumor Imaging,597,99.848,Definitive
