"Data set","All Authors affiliated with Universitas Negeri Surabaya","","","","","","","","","","",""
"Entity","Universitas Negeri Surabaya","","","","","","","","","","",""
"Year range","2015 to >2025","","","","","","","","","","",""
"Types of publications included","all publication types","","","","","","","","","","",""
"Self-citations","included","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Data source","Scopus","","","","","","","","","","",""
"Date last updated","11 March 2026","","","","","","","","","","",""
"","","","","","","","","","","","",""
"* If an author's affiliation is part of multiple SciVal Institutions, the author is listed multiple times with one row per Institution.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Name","Scholarly Output","Most recent publication","Citations","Citations per Publication","Field-Weighted Citation Impact","h-index","Output in Top 10% Citation Percentiles (field-weighted)","Oldest publication (since 1996)","Scopus author ID","Scopus author profile","Primary author affiliation*","ORCID (linked to Scopus author profile)"
"Sulistyawati, Wiwin","3","2025","1","0.3","0.18","1","0","2025","60084008300","https://www.scopus.com/authid/detail.url?authorId=60084008300","Universitas Negeri Surabaya",""
"Sukardani, Puspita Sari","3","2026","2","0.7","0.30","1","1","2018","57201201253","https://www.scopus.com/authid/detail.url?authorId=57201201253","Universitas Negeri Surabaya",""
"Kusumaningrum, Trias Madanika","3","2025","15","5.0","0.52","2","0","2018","57209676455","https://www.scopus.com/authid/detail.url?authorId=57209676455","Universitas Negeri Surabaya","0000-0002-9858-5478"
"Rozaq, Khoirur","3","2026","1","0.3","0.00","1","1","2024","58494383300","https://www.scopus.com/authid/detail.url?authorId=58494383300","Universitas Negeri Surabaya","0000-0002-9203-0535"
"Indrawatiningsih, Nonik","3","2025","0","0.0","0.00","3","0","2025","57208469561","https://www.scopus.com/authid/detail.url?authorId=57208469561","Universitas Negeri Surabaya","0000-0001-8249-4638"
"Tjandrakirana,","3","2020","2","0.7","0.41","1","0","2018","57200370609","https://www.scopus.com/authid/detail.url?authorId=57200370609","Universitas Negeri Surabaya",""
"Murni, Arie Widya","3","2025","6","2.0","1.03","3","1","2023","57208748299","https://www.scopus.com/authid/detail.url?authorId=57208748299","Universitas Negeri Surabaya","0000-0002-5936-9836"
"Trisakti, Trisakti","3","2025","8","2.7","0.99","1","1","2023","58484572200","https://www.scopus.com/authid/detail.url?authorId=58484572200","Universitas Negeri Surabaya",""
"Pramesti, Giyanita Rahma Ayu","3","2026","3","1.0","0.11","1","1","2023","58566214800","https://www.scopus.com/authid/detail.url?authorId=58566214800","Universitas Negeri Surabaya",""
"Sulistiowati,","3","2021","17","5.7","2.07","2","1","2018","57208956039","https://www.scopus.com/authid/detail.url?authorId=57208956039","Universitas Negeri Surabaya",""
"Hermono, Budi","3","2025","0","0.0","0.00","0","0","2023","59498894900","https://www.scopus.com/authid/detail.url?authorId=59498894900","Universitas Negeri Surabaya",""
"Frianto, Agus","3","2024","3","1.0","0.41","1","0","2018","59513150100","https://www.scopus.com/authid/detail.url?authorId=59513150100","Universitas Negeri Surabaya",""
"Ambarsari, Riana","3","2023","11","3.7","2.57","2","2","2021","57222726734","https://www.scopus.com/authid/detail.url?authorId=57222726734","Universitas Negeri Surabaya",""
"Sopaheluwakan, Yovinza Bethvine","3","2025","5","1.7","1.91","1","2","2023","58209166400","https://www.scopus.com/authid/detail.url?authorId=58209166400","Universitas Negeri Surabaya","0009-0009-2058-0587"
"Puspita, Febiana Dinda","3","2025","0","0.0","0.00","0","0","2024","59483665600","https://www.scopus.com/authid/detail.url?authorId=59483665600","Universitas Negeri Surabaya",""
"Anisfatus Sholihah, Lini","3","2025","0","0.0","0.00","0","0","2025","59556739600","https://www.scopus.com/authid/detail.url?authorId=59556739600","Universitas Negeri Surabaya","0000-0003-2333-9077"
"Ramadhania, Nurina Rizka","3","2025","0","0.0","0.00","2","0","2025","57205193251","https://www.scopus.com/authid/detail.url?authorId=57205193251","Universitas Negeri Surabaya","0009-0001-0889-6441"
"Khusna, Arif Hidayatul","3","2025","13","4.3","1.36","2","1","2024","57209226523","https://www.scopus.com/authid/detail.url?authorId=57209226523","Universitas Muhammadiyah Malang","0000-0002-8107-4591"
"Vigriawan, Gosy Endra","3","2024","14","4.7","0.76","3","0","2023","57555699500","https://www.scopus.com/authid/detail.url?authorId=57555699500","Universitas Negeri Surabaya",""
"Sukarman,","3","2025","10","3.3","1.55","1","1","2022","58199539300","https://www.scopus.com/authid/detail.url?authorId=58199539300","Universitas Negeri Surabaya",""
"Jannah, Miftakhul","3","2026","28","9.3","0.96","2","1","2020","59081938600","https://www.scopus.com/authid/detail.url?authorId=59081938600","Universitas Negeri Surabaya",""
"Prastyaningtias, Sisca Desi","3","2026","4","1.3","1.97","1","2","2024","59185243600","https://www.scopus.com/authid/detail.url?authorId=59185243600","Universitas Negeri Surabaya",""
"Fiantika, F. R.","3","2018","17","5.7","1.84","4","0","2017","57194038975","https://www.scopus.com/authid/detail.url?authorId=57194038975","Unknown affiliation","0000-0001-7632-5563"
"Devina, B.","3","2019","42","14.0","1.50","2","1","2018","57201291512","https://www.scopus.com/authid/detail.url?authorId=57201291512","Universitas Negeri Surabaya",""
"Suciningtyas, Laras","3","2025","5","1.7","0.49","2","0","2022","57976270700","https://www.scopus.com/authid/detail.url?authorId=57976270700","Institut Teknologi Sepuluh Nopember",""
"Aqib, M. A.","3","2025","12","4.0","1.52","3","0","2018","59519426600","https://www.scopus.com/authid/detail.url?authorId=59519426600","Unknown affiliation","0009-0001-8122-1301"
"Muhtar, Muhtar","3","2025","1","0.3","0.14","1","0","2024","56713000900","https://www.scopus.com/authid/detail.url?authorId=56713000900","Universitas Negeri Surabaya","0009-0008-8859-1576"
"Setiawan, Aditya Chandra","3","2025","1","0.3","0.16","1","0","2024","59510903500","https://www.scopus.com/authid/detail.url?authorId=59510903500","Universitas Negeri Surabaya","0000-0003-4685-7125"
"Rifda,","3","2024","2","0.7","0.34","1","0","2023","58565844400","https://www.scopus.com/authid/detail.url?authorId=58565844400","Universitas Negeri Surabaya",""
"Dintarini, Mayang","3","2025","6","2.0","0.74","1","0","2024","59300038500","https://www.scopus.com/authid/detail.url?authorId=59300038500","Universitas Muhammadiyah Malang",""
"Sonhaji Akbar, Muhammad","3","2025","0","0.0","0.00","0","0","2025","59730655500","https://www.scopus.com/authid/detail.url?authorId=59730655500","Universitas Negeri Surabaya","0009-0001-5833-2345"
"Suryaman, Heri","3","2025","2","0.7","0.04","1","0","2020","57218378154","https://www.scopus.com/authid/detail.url?authorId=57218378154","Universitas Negeri Surabaya","0000-0002-0014-7200"
"Cinthya, Monica","3","2025","1","0.3","1.58","1","1","2025","58306956800","https://www.scopus.com/authid/detail.url?authorId=58306956800","Universitas Negeri Surabaya","0009-0005-9696-8423"
"Jauhari, Afif","3","2025","0","0.0","0.00","0","0","2024","59483665500","https://www.scopus.com/authid/detail.url?authorId=59483665500","Universitas Negeri Surabaya",""
"Muhaji, Muhaji","3","2025","0","0.0","0.00","0","0","2025","60115864600","https://www.scopus.com/authid/detail.url?authorId=60115864600","Universitas Negeri Surabaya",""
"Juniarti, Rosa P.","3","2025","43","14.3","3.45","3","1","2015","56826135100","https://www.scopus.com/authid/detail.url?authorId=56826135100","Universitas Negeri Surabaya","0000-0003-1132-1582"
"Mukhzamilah,","3","2025","1","0.3","1.39","1","1","2019","57213520563","https://www.scopus.com/authid/detail.url?authorId=57213520563","Universitas Negeri Surabaya",""
"Prasetyo, Syarif","3","2024","9","3.0","0.67","4","0","2024","57224904768","https://www.scopus.com/authid/detail.url?authorId=57224904768","National Research and Innovation Agency Republic of Indonesia","0000-0002-7269-0384"
"Syamsudi, Nur Anindya","3","2025","1","0.3","0.39","1","0","2024","58902433700","https://www.scopus.com/authid/detail.url?authorId=58902433700","Universitas Negeri Surabaya",""
"Lastiningsih, Netti","3","2019","14","4.7","0.45","2","0","2017","57199507016","https://www.scopus.com/authid/detail.url?authorId=57199507016","Universitas Negeri Surabaya",""
"Lutfiyah, A.","3","2019","14","4.7","1.49","2","1","2018","57201674071","https://www.scopus.com/authid/detail.url?authorId=57201674071","Universitas Negeri Surabaya",""
"Effendy, Moch","3","2021","3","1.0","0.22","1","0","2020","57209532338","https://www.scopus.com/authid/detail.url?authorId=57209532338","Universitas Negeri Surabaya",""
"Suprihatiningsih, Siti","3","2025","2","0.7","0.43","1","0","2024","57222722985","https://www.scopus.com/authid/detail.url?authorId=57222722985","Unknown affiliation","0000-0002-0131-0604"
"Adi, Agus Satmoko","3","2025","2","0.7","0.20","1","0","2018","58046866200","https://www.scopus.com/authid/detail.url?authorId=58046866200","Universitas Negeri Surabaya",""
"Murtini, Sri","3","2025","19","6.3","0.72","2","0","2018","60121454700","https://www.scopus.com/authid/detail.url?authorId=60121454700","Universitas Negeri Surabaya",""
"Antoni, Muhamad Fauzi","3","2025","0","0.0","0.00","1","0","2024","57679751500","https://www.scopus.com/authid/detail.url?authorId=57679751500","Universitas Negeri Surabaya","0009-0001-3482-3297"
"Puspodari,","3","2022","21","7.0","0.79","2","0","2022","57808868800","https://www.scopus.com/authid/detail.url?authorId=57808868800","Unknown affiliation",""
"Tamsil,","3","2025","3","1.0","0.43","2","0","2018","57201197373","https://www.scopus.com/authid/detail.url?authorId=57201197373","Universitas Negeri Surabaya",""
"Fanani, Achmad","3","2020","16","5.3","0.13","2","0","2020","57212148913","https://www.scopus.com/authid/detail.url?authorId=57212148913","Unknown affiliation",""
"Rahayu, Nunik Tri","3","2025","6","2.0","0.14","1","0","2023","58694959900","https://www.scopus.com/authid/detail.url?authorId=58694959900","Universitas Negeri Surabaya",""
"Sujarwanto, E.","3","2021","18","6.0","1.80","4","1","2019","57214072543","https://www.scopus.com/authid/detail.url?authorId=57214072543","Unknown affiliation","0000-0003-2535-3112"
"Ardianingsih, Febrita","3","2026","0","0.0","0.00","0","1","2019","57215525261","https://www.scopus.com/authid/detail.url?authorId=57215525261","Universitas Negeri Surabaya",""
"Septanto, Aby Nugrah","3","2025","1","0.3","0.06","1","0","2023","58764346400","https://www.scopus.com/authid/detail.url?authorId=58764346400","Universitas Negeri Surabaya","0009-0007-5039-879X"
"Budiono,","3","2025","14","4.7","1.00","2","1","2018","56968098200","https://www.scopus.com/authid/detail.url?authorId=56968098200","Universitas Negeri Surabaya",""
"Miranti, Mauren Gita8","3","2025","19","6.3","2.11","3","1","2018","57213519719","https://www.scopus.com/authid/detail.url?authorId=57213519719","Universitas Negeri Surabaya",""
"Alfina, Fitria Tahta","3","2025","1","0.3","0.07","1","0","2024","57219257955","https://www.scopus.com/authid/detail.url?authorId=57219257955","Universitas Negeri Surabaya",""
"Ajiban, Mochammad Hildad","3","2025","0","0.0","0.00","0","0","2024","59543934000","https://www.scopus.com/authid/detail.url?authorId=59543934000","Universitas Negeri Surabaya","0009-0007-2970-0691"
"Nikmah, Rahmawati Al Adha","3","2025","1","0.3","0.34","1","0","2025","59934838300","https://www.scopus.com/authid/detail.url?authorId=59934838300","Universitas Negeri Surabaya","0000-0002-5519-7889"
"Milla, Yulia Izza El","3","2025","0","0.0","0.00","0","0","2025","60160194200","https://www.scopus.com/authid/detail.url?authorId=60160194200","Universitas Negeri Surabaya",""
"Sonhaji, Imam","2","2019","1","0.5","0.00","4","0","2019","57214665877","https://www.scopus.com/authid/detail.url?authorId=57214665877","Unknown affiliation",""
"Ekawati, R.","2","2020","3","1.5","0.61","2","0","2020","57224897910","https://www.scopus.com/authid/detail.url?authorId=57224897910","Universitas Negeri Surabaya",""
"Putikadea, Insyirah","2","2025","0","0.0","0.00","0","0","2025","60374822200","https://www.scopus.com/authid/detail.url?authorId=60374822200","Universitas Negeri Surabaya",""
"Justo, João Francisco","2","2020","2","1.0","0.18","28","0","2020","7006561009","https://www.scopus.com/authid/detail.url?authorId=7006561009","Universidade de São Paulo","0000-0003-1948-7835"
"Panji Yudha, Rivo","2","2026","0","0.0","0.00","1","2","2026","57211919662","https://www.scopus.com/authid/detail.url?authorId=57211919662","Universitas Negeri Surabaya","0000-0001-8833-5304"
"Yermiandhoko, Yoyok","2","2021","18","9.0","1.44","2","1","2021","57221750641","https://www.scopus.com/authid/detail.url?authorId=57221750641","Universitas Negeri Surabaya",""
"Fisabilillah, Ladi Wajuba Perdini","2","2025","0","0.0","0.00","0","0","2024","59513186700","https://www.scopus.com/authid/detail.url?authorId=59513186700","Universitas Negeri Surabaya","0000-0003-2911-4960"
"Awwalina, Denissa Putri","2","2025","0","0.0","0.00","0","0","2025","59658651400","https://www.scopus.com/authid/detail.url?authorId=59658651400","Universitas Negeri Surabaya",""
"Gusmaniarti,","2","2026","1","0.5","0.23","1","1","2025","59943988800","https://www.scopus.com/authid/detail.url?authorId=59943988800","Unknown affiliation",""
"Pratama, Radhyca Nanda","2","2020","3","1.5","0.00","1","0","2020","58202065900","https://www.scopus.com/authid/detail.url?authorId=58202065900","Universitas Negeri Surabaya",""
"Aritonang, Heni Natalia","2","2026","0","0.0","0.00","2","1","2025","58868343100","https://www.scopus.com/authid/detail.url?authorId=58868343100","Universitas Negeri Surabaya",""
"Irsyada, Machfud","2","2025","2","1.0","0.65","1","0","2024","59503897200","https://www.scopus.com/authid/detail.url?authorId=59503897200","Universitas Negeri Surabaya",""
"Rahadjeng, Budi","2","2025","6","3.0","0.21","4","0","2019","57188881141","https://www.scopus.com/authid/detail.url?authorId=57188881141","Bandung Institute of Technology",""
"Anjani, Nur Ilahi","2","2025","0","0.0","0.00","0","0","2025","60076464500","https://www.scopus.com/authid/detail.url?authorId=60076464500","Universitas Negeri Surabaya",""
"Wijaya, Muhammad Widyarta","2","2025","2","1.0","0.44","1","0","2025","60112227100","https://www.scopus.com/authid/detail.url?authorId=60112227100","Universitas Negeri Surabaya",""
"Yamin, M.","2","2023","12","6.0","0.78","3","0","2020","57200994280","https://www.scopus.com/authid/detail.url?authorId=57200994280","Lambung Mangkurat University","0000-0002-5522-762X"
"Alrianingrum, S.","2","2026","3","1.5","0.54","1","1","2018","57201199215","https://www.scopus.com/authid/detail.url?authorId=57201199215","Universitas Negeri Surabaya","0000-0002-8965-0960"
"Putra, Alfredo Arianto Permana","2","2023","12","6.0","0.56","2","0","2022","58003407500","https://www.scopus.com/authid/detail.url?authorId=58003407500","Universitas Negeri Surabaya",""
"Ratyaningrum, Fera","2","2025","2","1.0","0.35","1","0","2023","58110630900","https://www.scopus.com/authid/detail.url?authorId=58110630900","Universitas Negeri Surabaya",""
"Rahmasari, Brigitta Septarini","2","2025","4","2.0","0.99","2","0","2024","58985559500","https://www.scopus.com/authid/detail.url?authorId=58985559500","PGRI University of Madiun",""
"Mahesa Miarta, Wahyu","2","2025","0","0.0","0.00","0","0","2025","60422791600","https://www.scopus.com/authid/detail.url?authorId=60422791600","Universitas Negeri Surabaya",""
"Canggih, Clarashinta","2","2025","5","2.5","0.92","1","0","2025","59667988900","https://www.scopus.com/authid/detail.url?authorId=59667988900","Universitas Negeri Surabaya","0000-0002-2784-6837"
"Musdholifah, Musdholifah","2","2019","27","13.5","0.38","2","0","2018","57203515162","https://www.scopus.com/authid/detail.url?authorId=57203515162","Universitas Negeri Surabaya","0000-0003-4999-4221"
"Uliyah, Musrifatul","2","2020","4","2.0","0.09","3","0","2019","57203655329","https://www.scopus.com/authid/detail.url?authorId=57203655329","Unknown affiliation","0000-0001-8398-3388"
"Hartanti, Lina Purwaning","2","2025","0","0.0","0.00","0","0","2023","58611512900","https://www.scopus.com/authid/detail.url?authorId=58611512900","Universitas Negeri Surabaya",""
"Junianta, Reynaldi Dwi","2","2024","1","0.5","0.45","1","0","2023","58778706300","https://www.scopus.com/authid/detail.url?authorId=58778706300","Universitas Islam Indonesia",""
"Lailia, Lytha Rizqika","2","2025","9","4.5","1.13","2","0","2024","58891970800","https://www.scopus.com/authid/detail.url?authorId=58891970800","Universitas Negeri Surabaya",""
"Putri, Dian Oktavia","2","2024","2","1.0","0.35","1","0","2021","57222527575","https://www.scopus.com/authid/detail.url?authorId=57222527575","Universitas Negeri Surabaya",""
"Kusstianti, Nia","2","2025","8","4.0","0.99","1","0","2021","57223248228","https://www.scopus.com/authid/detail.url?authorId=57223248228","Universitas Negeri Surabaya",""
"A’yun, Qurrota","2","2024","14","7.0","0.50","3","0","2023","57224994144","https://www.scopus.com/authid/detail.url?authorId=57224994144","UIN Sunan Ampel Surabaya",""
"Utami, Winda Sherly","2","2018","3","1.5","0.54","1","0","2018","58581306800","https://www.scopus.com/authid/detail.url?authorId=58581306800","Yogyakarta State University",""
"Fahrudin, M. Fu’Ad","2","2025","1","0.5","0.14","1","0","2024","59156602600","https://www.scopus.com/authid/detail.url?authorId=59156602600","Universitas Negeri Surabaya",""
"Utomo, Slamet Prasetyo","2","2026","0","0.0","0.00","0","2","2026","59346506700","https://www.scopus.com/authid/detail.url?authorId=59346506700","Universitas Negeri Surabaya","0009-0006-0833-1383"
"Vrisaba, Nanda Audia","2","2025","0","0.0","0.00","0","0","2024","59379600600","https://www.scopus.com/authid/detail.url?authorId=59379600600","Universitas Negeri Surabaya","0000-0003-3767-5610"
