"Data set","All Authors affiliated with Universitas Negeri Surabaya","","","","","","","","","","",""
"Entity","Universitas Negeri Surabaya","","","","","","","","","","",""
"Year range","2015 to >2025","","","","","","","","","","",""
"Types of publications included","all publication types","","","","","","","","","","",""
"Self-citations","included","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Data source","Scopus","","","","","","","","","","",""
"Date last updated","11 March 2026","","","","","","","","","","",""
"","","","","","","","","","","","",""
"* If an author's affiliation is part of multiple SciVal Institutions, the author is listed multiple times with one row per Institution.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Name","Scholarly Output","Most recent publication","Citations","Citations per Publication","Field-Weighted Citation Impact","h-index","Output in Top 10% Citation Percentiles (field-weighted)","Oldest publication (since 1996)","Scopus author ID","Scopus author profile","Primary author affiliation*","ORCID (linked to Scopus author profile)"
"Hutabarat, Ruth Eviana","1","2025","0","0.0","0.00","0","0","2025","60075848500","https://www.scopus.com/authid/detail.url?authorId=60075848500","Universitas Negeri Surabaya","0000-0001-5531-6449"
"Rachayu, Imma","1","2026","0","0.0","0.00","0","1","2026","60087003800","https://www.scopus.com/authid/detail.url?authorId=60087003800","Unknown affiliation","0000-0001-5766-9432"
"Habibulloh, Muhammad","1","2025","0","0.0","0.00","0","0","2025","60160194000","https://www.scopus.com/authid/detail.url?authorId=60160194000","Universitas Negeri Surabaya",""
"Aulia, Ayunda Zahra","1","2025","0","0.0","0.00","0","0","2025","60160675800","https://www.scopus.com/authid/detail.url?authorId=60160675800","Universitas Negeri Surabaya",""
"Setiawan, Slamet","1","2026","0","0.0","0.00","0","1","2026","60277280800","https://www.scopus.com/authid/detail.url?authorId=60277280800","Universitas Negeri Surabaya",""
"Wan Ibrahim, M. H.","1","2021","1","1.0","0.13","27","0","2021","55631096800","https://www.scopus.com/authid/detail.url?authorId=55631096800","Universiti Tun Hussein Onn Malaysia","0000-0002-0793-1612"
"Rahmi, Asri","1","2015","2","2.0","0.00","1","0","2015","57023835600","https://www.scopus.com/authid/detail.url?authorId=57023835600","Universitas Negeri Surabaya",""
"Nurjannah, T.","1","2018","5","5.0","1.09","1","0","2018","57201674284","https://www.scopus.com/authid/detail.url?authorId=57201674284","Universitas Negeri Surabaya",""
"Yuliyanto, Eko","1","2025","0","0.0","0.00","3","0","2025","57208719952","https://www.scopus.com/authid/detail.url?authorId=57208719952","Universitas Negeri Surabaya","0000-0003-1183-5014"
"Fikandda, J.","1","2019","2","2.0","0.60","1","0","2019","57213519264","https://www.scopus.com/authid/detail.url?authorId=57213519264","Universitas Negeri Surabaya",""
"Saputro, A. D.","1","2021","9","9.0","3.09","1","1","2021","57217370971","https://www.scopus.com/authid/detail.url?authorId=57217370971","Universitas Negeri Surabaya",""
"Faris, M.","1","2019","15","15.0","5.41","1","1","2019","57224802324","https://www.scopus.com/authid/detail.url?authorId=57224802324","Universitas Negeri Surabaya",""
"Sumarti, Titin","1","2024","0","0.0","0.00","0","0","2024","59043639300","https://www.scopus.com/authid/detail.url?authorId=59043639300","Universitas Negeri Surabaya",""
"Abni, S. R.N.","1","2024","1","1.0","0.63","1","0","2024","59193674200","https://www.scopus.com/authid/detail.url?authorId=59193674200","Universitas Negeri Surabaya",""
"Aryani, Hafizah","1","2024","1","1.0","0.57","1","0","2024","59517586300","https://www.scopus.com/authid/detail.url?authorId=59517586300","Universitas Negeri Surabaya",""
"Chuvita, Laila","1","2025","0","0.0","0.00","0","0","2025","60076473700","https://www.scopus.com/authid/detail.url?authorId=60076473700","Universitas Negeri Surabaya",""
"Noviandari, Enjelita Dinda","1","2025","0","0.0","0.00","0","0","2025","60160816400","https://www.scopus.com/authid/detail.url?authorId=60160816400","Universitas Negeri Surabaya",""
"Suhartono,","1","2025","0","0.0","0.00","0","0","2025","60208199500","https://www.scopus.com/authid/detail.url?authorId=60208199500","Universitas Negeri Surabaya",""
"Silvia Prameswari, Melani","1","2025","0","0.0","0.00","0","0","2025","60344668100","https://www.scopus.com/authid/detail.url?authorId=60344668100","Universitas Negeri Surabaya",""
"Triyuni, T.","1","2016","9","9.0","1.05","1","0","2016","57200101483","https://www.scopus.com/authid/detail.url?authorId=57200101483","Universitas Negeri Surabaya",""
"Hardiani, N.","1","2018","3","3.0","0.54","1","0","2018","57200368073","https://www.scopus.com/authid/detail.url?authorId=57200368073","Universitas Negeri Surabaya",""
"Made Swanda, I.","1","2018","13","13.0","3.80","1","1","2018","57201197465","https://www.scopus.com/authid/detail.url?authorId=57201197465","Universitas Negeri Surabaya",""
"Habibie, D.","1","2018","2","2.0","0.39","1","0","2018","57201854484","https://www.scopus.com/authid/detail.url?authorId=57201854484","Universitas Negeri Surabaya",""
"May Lukmana, Kuminingsih","1","2018","1","1.0","0.06","1","0","2018","57203661585","https://www.scopus.com/authid/detail.url?authorId=57203661585","Universitas Negeri Surabaya",""
"Nuryana, K. D.","1","2019","5","5.0","1.20","1","0","2019","57213520606","https://www.scopus.com/authid/detail.url?authorId=57213520606","Universitas Negeri Surabaya",""
"Isna, B. U.","1","2019","4","4.0","0.00","1","0","2019","57214099616","https://www.scopus.com/authid/detail.url?authorId=57214099616","Universitas Negeri Surabaya",""
"Suprapto, Yuyun","1","2020","0","0.0","0.00","2","0","2020","57218937619","https://www.scopus.com/authid/detail.url?authorId=57218937619","Unknown affiliation","0000-0003-0449-0214"
"Ainiyah, Nur","1","2025","1","1.0","4.73","4","1","2025","57225657704","https://www.scopus.com/authid/detail.url?authorId=57225657704","Nahdlatul Ulama University Surabaya","0000-0003-0390-186X"
"Wijayanto, Herry","1","2023","4","4.0","0.43","2","0","2023","57344753600","https://www.scopus.com/authid/detail.url?authorId=57344753600","National Research and Innovation Agency Republic of Indonesia","0000-0003-2818-377X"
"Sumo, M.","1","2022","0","0.0","0.00","0","0","2022","58036555100","https://www.scopus.com/authid/detail.url?authorId=58036555100","Unknown affiliation","0000-0002-5994-1230"
"Setyaningsih, N.","1","2019","18","18.0","3.34","1","1","2019","58513968500","https://www.scopus.com/authid/detail.url?authorId=58513968500","Universitas Negeri Surabaya",""
"Anis, A.","1","2023","1","1.0","1.03","1","0","2023","58761070400","https://www.scopus.com/authid/detail.url?authorId=58761070400","Universitas Negeri Surabaya",""
"Maulida, K. Z.R.","1","2023","1","1.0","0.10","1","0","2023","58809445400","https://www.scopus.com/authid/detail.url?authorId=58809445400","Universitas Negeri Surabaya",""
"Dwiyanti, Sri","1","2024","1","1.0","0.89","1","0","2024","59044769500","https://www.scopus.com/authid/detail.url?authorId=59044769500","Universitas Negeri Surabaya",""
"Arif, Muamar Zainul","1","2024","1","1.0","0.89","1","0","2024","59047532800","https://www.scopus.com/authid/detail.url?authorId=59047532800","Universitas Negeri Surabaya",""
"Cahyani, Anis Rahma","1","2024","1","1.0","0.10","1","0","2024","59386932000","https://www.scopus.com/authid/detail.url?authorId=59386932000","Universitas Negeri Surabaya",""
"Riani, Rosalina Agista","1","2024","4","4.0","1.30","1","0","2024","59541518800","https://www.scopus.com/authid/detail.url?authorId=59541518800","Universitas Negeri Surabaya",""
"Susanto, Shobri Firman","1","2025","0","0.0","0.00","0","0","2025","59658934300","https://www.scopus.com/authid/detail.url?authorId=59658934300","Universitas Negeri Surabaya",""
"Fidiyanti, Murni","1","2025","0","0.0","0.00","0","0","2025","59914781600","https://www.scopus.com/authid/detail.url?authorId=59914781600","Universitas Negeri Surabaya",""
"Ardelia, Vania","1","2025","0","0.0","0.00","0","0","2025","60076277800","https://www.scopus.com/authid/detail.url?authorId=60076277800","Universitas Negeri Surabaya","0000-0002-6562-9868"
"Mawarni, Lintang Iqhtiar Dwi","1","2025","0","0.0","0.00","0","0","2025","60115920400","https://www.scopus.com/authid/detail.url?authorId=60115920400","Universitas Negeri Surabaya",""
"Ardhyantama, Vit","1","2026","0","0.0","0.00","0","1","2026","60257624000","https://www.scopus.com/authid/detail.url?authorId=60257624000","Universitas Negeri Surabaya",""
"Aminin, Zainul","1","2026","0","0.0","0.00","0","1","2026","60414599900","https://www.scopus.com/authid/detail.url?authorId=60414599900","Universitas Negeri Surabaya",""
"Puspitasari, Poppy","1","2018","1","1.0","0.39","16","0","2018","35183934100","https://www.scopus.com/authid/detail.url?authorId=35183934100","State University of Malang","0000-0002-6622-0431"
"Hakim, Abdul Azis","1","2021","6","6.0","0.86","1","0","2021","57531233900","https://www.scopus.com/authid/detail.url?authorId=57531233900","Universitas Negeri Surabaya",""
"Eliezanatalie, Syahda","1","2022","6","6.0","0.63","1","0","2022","57851675000","https://www.scopus.com/authid/detail.url?authorId=57851675000","Universitas Negeri Surabaya",""
"Suyono, Rudiana Agustini","1","2021","1","1.0","0.58","1","0","2021","58082178500","https://www.scopus.com/authid/detail.url?authorId=58082178500","Universitas Negeri Surabaya",""
"Salma, Nadiah A.","1","2023","2","2.0","0.23","1","0","2023","58763162300","https://www.scopus.com/authid/detail.url?authorId=58763162300","Universitas Negeri Surabaya",""
"Prasadana, R. G.","1","2024","1","1.0","1.50","1","0","2024","59484382600","https://www.scopus.com/authid/detail.url?authorId=59484382600","Universitas Negeri Surabaya",""
"Ramadhan, Dyandra Armyta","1","2024","0","0.0","0.00","0","0","2024","59512386000","https://www.scopus.com/authid/detail.url?authorId=59512386000","Universitas Negeri Surabaya",""
"Gunawan, Najmi Khairunnisa","1","2024","1","1.0","0.57","1","0","2024","59517980500","https://www.scopus.com/authid/detail.url?authorId=59517980500","Universitas Negeri Surabaya",""
"Zahrah, Fathimah Az","1","2024","0","0.0","0.00","0","0","2024","59518083400","https://www.scopus.com/authid/detail.url?authorId=59518083400","Universitas Negeri Surabaya",""
"Megananta, Janatul Rona","1","2022","2","2.0","0.28","1","0","2022","59541317700","https://www.scopus.com/authid/detail.url?authorId=59541317700","Universitas Negeri Surabaya",""
"Reza, M.","1","2018","2","2.0","0.00","1","0","2018","59571116400","https://www.scopus.com/authid/detail.url?authorId=59571116400","Universitas Negeri Surabaya",""
"Fadilla, N.","1","2021","15","15.0","4.63","1","1","2021","59912665500","https://www.scopus.com/authid/detail.url?authorId=59912665500","State University of Jakarta",""
"Irianto, Djoni","1","2025","0","0.0","0.00","0","0","2025","60116347400","https://www.scopus.com/authid/detail.url?authorId=60116347400","Universitas Negeri Surabaya",""
"Amaniyah, Evaliati","1","2025","0","0.0","0.00","0","0","2025","60218754500","https://www.scopus.com/authid/detail.url?authorId=60218754500","Universitas Negeri Surabaya",""
"Nurwidawati, Desi","1","2026","0","0.0","0.00","0","1","2026","60334335000","https://www.scopus.com/authid/detail.url?authorId=60334335000","Universitas Negeri Surabaya",""
"Ilham Nasa'i, Mochammad","1","2025","0","0.0","0.00","0","0","2025","60344081300","https://www.scopus.com/authid/detail.url?authorId=60344081300","Universitas Negeri Surabaya",""
"Aurelius Rodney, Bryan","1","2025","0","0.0","0.00","0","0","2025","60344123400","https://www.scopus.com/authid/detail.url?authorId=60344123400","Universitas Negeri Surabaya",""
"Zulfa, Iqbal Lafifa","1","2018","5","5.0","1.09","3","0","2018","57201674905","https://www.scopus.com/authid/detail.url?authorId=57201674905","Bandung Institute of Technology",""
"Soewardini, Herfa Maulina Dewi","1","2019","1","1.0","0.00","2","0","2019","57202610315","https://www.scopus.com/authid/detail.url?authorId=57202610315","Unknown affiliation","0000-0002-6429-4920"
"Adawiyah, Indriyati","1","2020","1","1.0","0.00","1","0","2020","57217866319","https://www.scopus.com/authid/detail.url?authorId=57217866319","Universitas Negeri Surabaya",""
"Febriyanti, Cyntia Puspa","1","2020","14","14.0","0.51","1","0","2020","57218375605","https://www.scopus.com/authid/detail.url?authorId=57218375605","Universitas Negeri Surabaya","0009-0005-3019-8956"
"Soegiyanto,","1","2018","0","0.0","0.00","0","0","2018","57224268533","https://www.scopus.com/authid/detail.url?authorId=57224268533","Universitas Negeri Surabaya",""
"Istiqomah, K. V.N.","1","2021","7","7.0","2.57","1","1","2021","57378070500","https://www.scopus.com/authid/detail.url?authorId=57378070500","Universitas Negeri Surabaya",""
"Faridah, Ririn","1","2022","0","0.0","0.00","0","0","2022","57934770900","https://www.scopus.com/authid/detail.url?authorId=57934770900","Universitas Negeri Surabaya",""
"Siti, Holisa S.P.","1","2021","0","0.0","0.00","0","0","2021","58081495300","https://www.scopus.com/authid/detail.url?authorId=58081495300","Universitas Negeri Surabaya",""
"Hari Kusumawati, Diah","1","2023","10","10.0","0.86","1","0","2023","58168572300","https://www.scopus.com/authid/detail.url?authorId=58168572300","Universitas Negeri Surabaya",""
"Gumara, Rizaldy Achmad","1","2024","0","0.0","0.00","0","0","2024","59044207100","https://www.scopus.com/authid/detail.url?authorId=59044207100","Universitas Negeri Surabaya",""
"Adelia, Silvy C.","1","2024","0","0.0","0.00","0","0","2024","59044223800","https://www.scopus.com/authid/detail.url?authorId=59044223800","Universitas Negeri Surabaya",""
"Putra, H. T.","1","2024","0","0.0","0.00","0","0","2024","59484066100","https://www.scopus.com/authid/detail.url?authorId=59484066100","Universitas Negeri Surabaya",""
"Manggartika, N. M.A.S.","1","2025","0","0.0","0.00","0","0","2025","59565990700","https://www.scopus.com/authid/detail.url?authorId=59565990700","Universitas Negeri Surabaya",""
"Indah, C. A.","1","2025","0","0.0","0.00","0","0","2025","59647153300","https://www.scopus.com/authid/detail.url?authorId=59647153300","Universitas Negeri Surabaya",""
"Amaral, Casimiro Relvas","1","2025","0","0.0","0.00","0","0","2025","59921699000","https://www.scopus.com/authid/detail.url?authorId=59921699000","Universitas Negeri Surabaya",""
"Akmal Habib, Muhammad","1","2025","0","0.0","0.00","0","0","2025","60422009400","https://www.scopus.com/authid/detail.url?authorId=60422009400","Universitas Negeri Surabaya",""
"Azizah, Muftihatul A.N.","1","2018","0","0.0","0.00","0","0","2018","57200369556","https://www.scopus.com/authid/detail.url?authorId=57200369556","University of Jember",""
"Frentika, D.","1","2025","0","0.0","0.00","1","0","2025","57201671473","https://www.scopus.com/authid/detail.url?authorId=57201671473","Universitas Negeri Surabaya",""
"Qomariyah, Umi Nur","1","2019","2","2.0","0.60","2","0","2019","57213521056","https://www.scopus.com/authid/detail.url?authorId=57213521056","Unknown affiliation",""
"Pakpahan, N. F.D.B.","1","2018","4","4.0","0.39","1","0","2018","57214648441","https://www.scopus.com/authid/detail.url?authorId=57214648441","Universitas Negeri Surabaya",""
"Febrianto, Priyono Tri","1","2025","0","0.0","0.00","3","0","2025","57216748195","https://www.scopus.com/authid/detail.url?authorId=57216748195","Unknown affiliation","0000-0002-0753-1037"
"Yang, Chungbing","1","2025","1","1.0","0.57","5","0","2025","57218896983","https://www.scopus.com/authid/detail.url?authorId=57218896983","National Dong Hwa University",""
"Andaiani, Sri Joeda","1","2020","2","2.0","0.00","1","0","2020","57219908201","https://www.scopus.com/authid/detail.url?authorId=57219908201","Universitas Negeri Surabaya",""
"Vidiyanti, Made Oktavia","1","2022","2","2.0","0.37","1","0","2022","57563735800","https://www.scopus.com/authid/detail.url?authorId=57563735800","Universitas Negeri Surabaya","0000-0001-6651-3050"
"Arianto, Kurniawan Fery","1","2022","5","5.0","2.16","1","0","2022","58071810600","https://www.scopus.com/authid/detail.url?authorId=58071810600","Universitas Negeri Surabaya",""
"Harsono, Rifanda Viantiano","1","2023","9","9.0","0.59","1","0","2023","58565012200","https://www.scopus.com/authid/detail.url?authorId=58565012200","Universitas Negeri Surabaya",""
"A.wati, First","1","2024","3","3.0","0.56","1","0","2024","58879359000","https://www.scopus.com/authid/detail.url?authorId=58879359000","Universitas Negeri Surabaya",""
"Savana, Raisza Tarida","1","2024","0","0.0","0.00","0","0","2024","59045323400","https://www.scopus.com/authid/detail.url?authorId=59045323400","Universitas Negeri Surabaya",""
"Oxi, Rizki Yulia","1","2024","1","1.0","0.89","1","0","2024","59046992500","https://www.scopus.com/authid/detail.url?authorId=59046992500","Universitas Negeri Surabaya",""
"Islami, Diva Nuri","1","2024","2","2.0","0.26","1","0","2024","59136044200","https://www.scopus.com/authid/detail.url?authorId=59136044200","Universitas Negeri Surabaya",""
"Putriarti, D.","1","2024","1","1.0","0.11","1","0","2024","59344125900","https://www.scopus.com/authid/detail.url?authorId=59344125900","Universitas Negeri Surabaya",""
"Wisnu, Hari","1","2025","2","2.0","2.02","1","0","2025","59547599500","https://www.scopus.com/authid/detail.url?authorId=59547599500","Universitas Negeri Surabaya",""
"Putri, Syafira Thalita","1","2025","0","0.0","0.00","0","0","2025","59914334900","https://www.scopus.com/authid/detail.url?authorId=59914334900","Universitas Negeri Surabaya",""
"Ramadani, Mochammad Ilham","1","2025","1","1.0","1.02","1","0","2025","59982651800","https://www.scopus.com/authid/detail.url?authorId=59982651800","Universitas Negeri Surabaya",""
"Yustiana, Diyah","1","2026","0","0.0","0.00","0","1","2026","60225260700","https://www.scopus.com/authid/detail.url?authorId=60225260700","Universitas Negeri Surabaya",""
"Pratiwi, Vivi","1","2025","0","0.0","0.00","0","0","2025","60422254800","https://www.scopus.com/authid/detail.url?authorId=60422254800","Universitas Negeri Surabaya",""
"Hunaidah, H.","1","2018","13","13.0","1.63","1","0","2018","57205020844","https://www.scopus.com/authid/detail.url?authorId=57205020844","Haluoleo University",""
"Hikmatyar, Gulbuldin","1","2019","7","7.0","0.21","1","0","2019","57209394315","https://www.scopus.com/authid/detail.url?authorId=57209394315","Universitas Negeri Surabaya",""
"Agista, D. R.","1","2020","2","2.0","0.61","1","0","2020","57218401251","https://www.scopus.com/authid/detail.url?authorId=57218401251","Universitas Negeri Surabaya",""
"Sari, Zulfa Ludfi Diana","1","2021","1","1.0","0.20","1","0","2021","57491849300","https://www.scopus.com/authid/detail.url?authorId=57491849300","Universitas Negeri Surabaya",""
"Nuphanudin, Nuphanudin","1","2023","0","0.0","0.00","2","0","2023","57808460900","https://www.scopus.com/authid/detail.url?authorId=57808460900","Universitas Negeri Surabaya",""
"Cahyani, L.","1","2019","8","8.0","1.80","1","0","2019","58139012000","https://www.scopus.com/authid/detail.url?authorId=58139012000","Universitas Negeri Surabaya",""
"Sa’adah, Nihayatus","1","2026","0","0.0","0.00","1","1","2026","58524408900","https://www.scopus.com/authid/detail.url?authorId=58524408900","Unknown affiliation","0000-0001-6599-0525"
"Nugraha, Alvin Rezkya","1","2024","1","1.0","1.50","1","0","2024","58990793600","https://www.scopus.com/authid/detail.url?authorId=58990793600","Universitas Negeri Surabaya",""
"Anggoro, Bagus Prasetyo","1","2024","0","0.0","0.00","0","0","2024","59044207200","https://www.scopus.com/authid/detail.url?authorId=59044207200","Universitas Negeri Surabaya",""
"Arista, Anggi Maulia","1","2024","1","1.0","0.89","1","0","2024","59044220300","https://www.scopus.com/authid/detail.url?authorId=59044220300","Universitas Negeri Surabaya",""
"Siswanto, M. B.E.","1","2024","1","1.0","0.44","1","0","2024","59531365200","https://www.scopus.com/authid/detail.url?authorId=59531365200","Universitas Negeri Surabaya",""
"Putranti, Adityarani","1","2025","0","0.0","0.00","0","0","2025","60076381000","https://www.scopus.com/authid/detail.url?authorId=60076381000","Universitas Negeri Surabaya",""
"Fajriyah, Dwiyanti R.","1","2025","0","0.0","0.00","0","0","2025","60142998400","https://www.scopus.com/authid/detail.url?authorId=60142998400","Universitas Negeri Surabaya",""
"Anjani, Karlina","1","2025","0","0.0","0.00","0","0","2025","60160337900","https://www.scopus.com/authid/detail.url?authorId=60160337900","Universitas Negeri Surabaya",""
"Sugiarto, Zhafira Dwi Hapsari","1","2025","0","0.0","0.00","0","0","2025","60357347400","https://www.scopus.com/authid/detail.url?authorId=60357347400","Universitas Negeri Surabaya",""
"Zawawi, Ahmad Abdullah","1","2026","0","0.0","0.00","0","1","2026","60412392400","https://www.scopus.com/authid/detail.url?authorId=60412392400","Universitas Negeri Surabaya",""
"Kurniasih, Esti","1","2026","0","0.0","0.00","0","1","2026","60414361700","https://www.scopus.com/authid/detail.url?authorId=60414361700","Universitas Negeri Surabaya",""
"Parta, I. Nengah","1","2021","4","4.0","0.52","7","0","2021","57207960893","https://www.scopus.com/authid/detail.url?authorId=57207960893","State University of Malang",""
"Yuniar, R. E.","1","2020","2","2.0","0.61","1","0","2020","57217177652","https://www.scopus.com/authid/detail.url?authorId=57217177652","Universitas Negeri Surabaya",""
"Kusnan,","1","2020","1","1.0","0.00","1","0","2020","57218376253","https://www.scopus.com/authid/detail.url?authorId=57218376253","Universitas Negeri Surabaya",""
"Nursamsu, null","1","2025","3","3.0","2.41","2","0","2025","57222362622","https://www.scopus.com/authid/detail.url?authorId=57222362622","Unknown affiliation","0009-0002-0402-8417"
"Lestari, Tri","1","2021","9","9.0","1.14","1","0","2021","57283861200","https://www.scopus.com/authid/detail.url?authorId=57283861200","Widya Mandala Surabaya Catholic University","0000-0002-7124-4884"
"Yulianto, Tri Wahyu","1","2023","0","0.0","0.00","1","0","2023","57326529900","https://www.scopus.com/authid/detail.url?authorId=57326529900","National Research and Innovation Agency Republic of Indonesia",""
"Ashar, Ashar","1","2021","4","4.0","0.34","1","0","2021","57937027900","https://www.scopus.com/authid/detail.url?authorId=57937027900","Muhammadiyah Makassar University",""
"Ma'arif, Ilmul","1","2023","2","2.0","0.32","1","0","2023","58178845300","https://www.scopus.com/authid/detail.url?authorId=58178845300","Universitas Negeri Surabaya",""
"Aftinia, Fitria","1","2025","0","0.0","0.00","1","0","2025","58186129200","https://www.scopus.com/authid/detail.url?authorId=58186129200","Universitas Negeri Surabaya",""
"Saputri, Virgyen Nia","1","2023","1","1.0","1.03","1","0","2023","58695494000","https://www.scopus.com/authid/detail.url?authorId=58695494000","Universitas Negeri Surabaya",""
"Nisa, Z.","1","2021","6","6.0","2.23","1","0","2021","59284012500","https://www.scopus.com/authid/detail.url?authorId=59284012500","Universitas Negeri Surabaya",""
"Nursilowati, Lilik","1","2024","0","0.0","0.00","0","0","2024","59379610500","https://www.scopus.com/authid/detail.url?authorId=59379610500","Universitas Negeri Surabaya",""
"Shinta, Fadhilah Nuria","1","2024","0","0.0","0.00","0","0","2024","59544354200","https://www.scopus.com/authid/detail.url?authorId=59544354200","Universitas Negeri Surabaya",""
"Lika, Azzahra Vima","1","2025","0","0.0","0.00","0","0","2025","59771819400","https://www.scopus.com/authid/detail.url?authorId=59771819400","Universitas Negeri Surabaya",""
"Ramis, Irfan","1","2025","2","2.0","0.94","1","0","2025","59897752000","https://www.scopus.com/authid/detail.url?authorId=59897752000","Universitas Negeri Surabaya","0009-0009-6194-691X"
"Purnomo, Reza Asep Adi","1","2025","0","0.0","0.00","0","0","2025","59937598300","https://www.scopus.com/authid/detail.url?authorId=59937598300","Universitas Negeri Surabaya",""
"Pangesti, Anisya Destiara","1","2025","0","0.0","0.00","0","0","2025","60159960900","https://www.scopus.com/authid/detail.url?authorId=60159960900","Universitas Negeri Surabaya",""
"Mubarok, W. K.","1","2025","0","0.0","0.00","0","0","2025","60229597200","https://www.scopus.com/authid/detail.url?authorId=60229597200","Universitas Negeri Surabaya",""
"Riza Mayora, Delia","1","2025","0","0.0","0.00","0","0","2025","60344121900","https://www.scopus.com/authid/detail.url?authorId=60344121900","Universitas Negeri Surabaya",""
"Daffa Jawadil Ubaid, Muhammad","1","2025","0","0.0","0.00","0","0","2025","60344667400","https://www.scopus.com/authid/detail.url?authorId=60344667400","Universitas Negeri Surabaya",""
"Irfa’i, Mochamad Arif","1","2025","0","0.0","0.00","0","0","2025","60348236700","https://www.scopus.com/authid/detail.url?authorId=60348236700","Universitas Negeri Surabaya",""
"Sari, Devi Kristiana","1","2026","0","0.0","0.00","0","1","2026","60412726500","https://www.scopus.com/authid/detail.url?authorId=60412726500","Universitas Negeri Surabaya",""
"Mutqiyyaah, Rizqi","1","2025","0","0.0","0.00","0","0","2025","60422386900","https://www.scopus.com/authid/detail.url?authorId=60422386900","Universitas Negeri Surabaya",""
"Wirasadewa, Yudo Chandrasa","1","2018","62","62.0","0.83","1","0","2018","57193774606","https://www.scopus.com/authid/detail.url?authorId=57193774606","Universitas Negeri Surabaya",""
"Yanrita, D.","1","2017","14","14.0","1.04","1","0","2017","57195319641","https://www.scopus.com/authid/detail.url?authorId=57195319641","Universitas Negeri Surabaya",""
"Shoimah, R. N.","1","2018","1","1.0","0.54","1","0","2018","57200372935","https://www.scopus.com/authid/detail.url?authorId=57200372935","Universitas Negeri Surabaya",""
"Afifah,","1","2019","4","4.0","1.20","1","0","2019","57212304968","https://www.scopus.com/authid/detail.url?authorId=57212304968","Universitas Negeri Surabaya",""
"Artha, A. A.","1","2019","1","1.0","0.00","1","0","2019","57214066561","https://www.scopus.com/authid/detail.url?authorId=57214066561","Universitas Negeri Surabaya",""
"S Holisa, S. P.","1","2019","8","8.0","2.40","1","1","2019","57214082015","https://www.scopus.com/authid/detail.url?authorId=57214082015","Universitas Negeri Surabaya",""
"Malaikosa, Yes Matheos Lasarus","1","2025","0","0.0","0.00","0","0","2025","57216754742","https://www.scopus.com/authid/detail.url?authorId=57216754742","Universitas Negeri Surabaya","0009-0007-0298-5789"
"Susilowibowo, Joni","1","2023","0","0.0","0.00","0","0","2023","58279805700","https://www.scopus.com/authid/detail.url?authorId=58279805700","Universitas Negeri Surabaya",""
"Laeliyah, Indah","1","2023","2","2.0","2.05","1","0","2023","58299946300","https://www.scopus.com/authid/detail.url?authorId=58299946300","Universitas Negeri Surabaya",""
"Kurniawan, Haydar Aly","1","2024","1","1.0","0.89","1","0","2024","59091462900","https://www.scopus.com/authid/detail.url?authorId=59091462900","Universitas Negeri Surabaya",""
"Masrur, Muhammad Farhan","1","2024","1","1.0","0.15","1","0","2024","59392921500","https://www.scopus.com/authid/detail.url?authorId=59392921500","Universitas Negeri Surabaya",""
"Jumilah,","1","2025","1","1.0","0.47","1","0","2025","59395977800","https://www.scopus.com/authid/detail.url?authorId=59395977800","Universitas Negeri Surabaya",""
"Rosmalia, Tria Rizki","1","2024","1","1.0","0.57","1","0","2024","59517395000","https://www.scopus.com/authid/detail.url?authorId=59517395000","Universitas Negeri Surabaya",""
"Deny, A.","1","2025","0","0.0","0.00","0","0","2025","59647830300","https://www.scopus.com/authid/detail.url?authorId=59647830300","Universitas Negeri Surabaya",""
"Cahyaka, Hendra Wahyu","1","2025","0","0.0","0.00","0","0","2025","59808028900","https://www.scopus.com/authid/detail.url?authorId=59808028900","Universitas Negeri Surabaya",""
"Haries, Elena M.D.P.","1","2025","0","0.0","0.00","0","0","2025","60138519900","https://www.scopus.com/authid/detail.url?authorId=60138519900","Universitas Negeri Surabaya",""
"Rangga, Adam Dwi","1","2025","0","0.0","0.00","0","0","2025","60229655700","https://www.scopus.com/authid/detail.url?authorId=60229655700","Universitas Negeri Surabaya",""
"Hadi, S. A.","1","2018","18","18.0","5.43","9","1","2018","57060009200","https://www.scopus.com/authid/detail.url?authorId=57060009200","Yogyakarta State University","0000-0003-3437-2542"
"Sitompul, R. S.I.","1","2018","1","1.0","0.54","1","0","2018","57200364023","https://www.scopus.com/authid/detail.url?authorId=57200364023","Universitas Negeri Surabaya",""
"Mamonto, K.","1","2018","4","4.0","0.54","1","0","2018","57200367757","https://www.scopus.com/authid/detail.url?authorId=57200367757","Universitas Negeri Surabaya",""
"Abidin, R.","1","2018","8","8.0","2.34","1","1","2018","57201348783","https://www.scopus.com/authid/detail.url?authorId=57201348783","Universitas Negeri Surabaya",""
"Mauladaniyati, R.","1","2025","0","0.0","0.00","3","0","2025","57205115358","https://www.scopus.com/authid/detail.url?authorId=57205115358","Universitas Negeri Surabaya","0000-0002-2361-4318"
"Sudarko, Rumpis Agus","1","2021","3","3.0","0.11","3","0","2021","57211659208","https://www.scopus.com/authid/detail.url?authorId=57211659208","Yogyakarta State University",""
"Yuliani, T. W.","1","2019","2","2.0","1.20","1","0","2019","57214070725","https://www.scopus.com/authid/detail.url?authorId=57214070725","Universitas Negeri Surabaya",""
